batsman,bowler,total_runs,total_balls,dismissals,strike_rate,dismissal_rate,batting_hand,bowling_style,venue
19,15,78,37,1,210.81,2.7,1,8,7
19,15,78,37,1,210.81,2.7,1,8,10
19,15,78,37,1,210.81,2.7,1,8,14
19,15,78,37,1,210.81,2.7,1,8,16
19,21,35,23,2,152.17,8.7,1,11,11
19,21,35,23,2,152.17,8.7,1,11,16
19,23,48,26,2,184.62,7.69,1,7,0
19,23,48,26,2,184.62,7.69,1,7,7
19,23,48,26,2,184.62,7.69,1,7,10
19,23,48,26,2,184.62,7.69,1,7,14
19,23,48,26,2,184.62,7.69,1,7,16
19,29,41,25,2,164.0,8.0,1,6,16
19,29,41,25,2,164.0,8.0,1,6,19
19,70,46,32,1,143.75,3.12,1,8,14
19,70,46,32,1,143.75,3.12,1,8,16
19,74,35,22,2,159.09,9.09,1,10,2
19,74,35,22,2,159.09,9.09,1,10,7
19,74,35,22,2,159.09,9.09,1,10,10
19,74,35,22,2,159.09,9.09,1,10,16
19,75,70,40,0,175.0,0.0,1,11,0
19,75,70,40,0,175.0,0.0,1,11,7
19,75,70,40,0,175.0,0.0,1,11,10
19,75,70,40,0,175.0,0.0,1,11,14
19,75,70,40,0,175.0,0.0,1,11,16
19,76,36,22,2,163.64,9.09,1,10,10
19,76,36,22,2,163.64,9.09,1,10,16
19,82,33,24,0,137.5,0.0,1,2,10
19,82,33,24,0,137.5,0.0,1,2,16
19,82,33,24,0,137.5,0.0,1,2,19
19,91,53,28,1,189.29,3.57,1,8,10
19,91,53,28,1,189.29,3.57,1,8,16
19,91,53,28,1,189.29,3.57,1,8,17
20,1,37,30,1,123.33,3.33,1,6,0
20,1,37,30,1,123.33,3.33,1,6,14
20,1,37,30,1,123.33,3.33,1,6,18
20,1,37,30,1,123.33,3.33,1,6,19
20,3,36,35,0,102.86,0.0,1,4,0
20,3,36,35,0,102.86,0.0,1,4,13
20,3,36,35,0,102.86,0.0,1,4,14
20,3,36,35,0,102.86,0.0,1,4,18
20,3,36,35,0,102.86,0.0,1,4,19
20,8,20,29,1,68.97,3.45,1,3,3
20,8,20,29,1,68.97,3.45,1,3,4
20,8,20,29,1,68.97,3.45,1,3,10
20,8,20,29,1,68.97,3.45,1,3,14
20,8,20,29,1,68.97,3.45,1,3,15
20,8,20,29,1,68.97,3.45,1,3,17
20,8,20,29,1,68.97,3.45,1,3,20
20,9,35,40,3,87.5,7.5,1,6,2
20,9,35,40,3,87.5,7.5,1,6,13
20,9,35,40,3,87.5,7.5,1,6,14
20,9,35,40,3,87.5,7.5,1,6,17
20,9,35,40,3,87.5,7.5,1,6,18
20,9,35,40,3,87.5,7.5,1,6,19
20,10,27,22,1,122.73,4.55,1,9,4
20,10,27,22,1,122.73,4.55,1,9,10
20,10,27,22,1,122.73,4.55,1,9,14
20,10,27,22,1,122.73,4.55,1,9,16
20,10,27,22,1,122.73,4.55,1,9,19
20,15,21,25,1,84.0,4.0,1,8,4
20,15,21,25,1,84.0,4.0,1,8,7
20,15,21,25,1,84.0,4.0,1,8,10
20,36,29,33,1,87.88,3.03,1,4,2
20,36,29,33,1,87.88,3.03,1,4,13
20,36,29,33,1,87.88,3.03,1,4,19
20,37,37,26,3,142.31,11.54,1,2,0
20,37,37,26,3,142.31,11.54,1,2,10
20,37,37,26,3,142.31,11.54,1,2,13
20,37,37,26,3,142.31,11.54,1,2,14
20,37,37,26,3,142.31,11.54,1,2,19
20,38,40,33,0,121.21,0.0,1,0,0
20,38,40,33,0,121.21,0.0,1,0,13
20,38,40,33,0,121.21,0.0,1,0,14
20,38,40,33,0,121.21,0.0,1,0,19
20,44,43,34,1,126.47,2.94,1,6,4
20,44,43,34,1,126.47,2.94,1,6,7
20,44,43,34,1,126.47,2.94,1,6,10
20,44,43,34,1,126.47,2.94,1,6,12
20,44,43,34,1,126.47,2.94,1,6,14
20,60,25,20,0,125.0,0.0,1,2,7
20,60,25,20,0,125.0,0.0,1,2,14
20,65,69,41,0,168.29,0.0,1,11,4
20,65,69,41,0,168.29,0.0,1,11,7
20,65,69,41,0,168.29,0.0,1,11,14
20,65,69,41,0,168.29,0.0,1,11,17
20,65,69,41,0,168.29,0.0,1,11,18
20,65,69,41,0,168.29,0.0,1,11,19
20,72,63,30,0,210.0,0.0,1,8,2
20,72,63,30,0,210.0,0.0,1,8,19
20,72,63,30,0,210.0,0.0,1,8,20
20,91,48,54,3,88.89,5.56,1,8,4
20,91,48,54,3,88.89,5.56,1,8,7
20,91,48,54,3,88.89,5.56,1,8,10
20,91,48,54,3,88.89,5.56,1,8,14
20,91,48,54,3,88.89,5.56,1,8,17
20,91,48,54,3,88.89,5.56,1,8,19
21,3,59,36,1,163.89,2.78,0,4,0
21,3,59,36,1,163.89,2.78,0,4,3
21,3,59,36,1,163.89,2.78,0,4,19
21,10,62,34,1,182.35,2.94,0,9,2
21,10,62,34,1,182.35,2.94,0,9,16
21,10,62,34,1,182.35,2.94,0,9,19
21,36,60,38,0,157.89,0.0,0,4,2
21,36,60,38,0,157.89,0.0,0,4,10
21,36,60,38,0,157.89,0.0,0,4,19
21,37,58,36,0,161.11,0.0,0,2,0
21,37,58,36,0,161.11,0.0,0,2,3
21,37,58,36,0,161.11,0.0,0,2,10
21,37,58,36,0,161.11,0.0,0,2,19
21,40,24,31,1,77.42,3.23,0,11,0
21,40,24,31,1,77.42,3.23,0,11,3
21,40,24,31,1,77.42,3.23,0,11,10
21,40,24,31,1,77.42,3.23,0,11,19
21,44,30,26,1,115.38,3.85,0,6,4
21,44,30,26,1,115.38,3.85,0,6,14
21,44,30,26,1,115.38,3.85,0,6,16
21,44,30,26,1,115.38,3.85,0,6,20
21,51,29,30,0,96.67,0.0,0,6,3
21,51,29,30,0,96.67,0.0,0,6,10
21,51,29,30,0,96.67,0.0,0,6,14
21,51,29,30,0,96.67,0.0,0,6,19
21,52,55,45,1,122.22,2.22,0,6,9
21,52,55,45,1,122.22,2.22,0,6,10
21,52,55,45,1,122.22,2.22,0,6,13
21,52,55,45,1,122.22,2.22,0,6,14
21,52,55,45,1,122.22,2.22,0,6,16
21,52,55,45,1,122.22,2.22,0,6,19
21,65,25,29,1,86.21,3.45,0,11,4
21,65,25,29,1,86.21,3.45,0,11,10
21,65,25,29,1,86.21,3.45,0,11,19
21,70,31,32,2,96.88,6.25,0,8,3
21,70,31,32,2,96.88,6.25,0,8,10
21,70,31,32,2,96.88,6.25,0,8,14
21,70,31,32,2,96.88,6.25,0,8,16
21,70,31,32,2,96.88,6.25,0,8,19
21,70,31,32,2,96.88,6.25,0,8,20
21,74,56,29,1,193.1,3.45,0,10,2
21,74,56,29,1,193.1,3.45,0,10,3
21,74,56,29,1,193.1,3.45,0,10,6
21,74,56,29,1,193.1,3.45,0,10,16
21,74,56,29,1,193.1,3.45,0,10,19
21,75,47,34,1,138.24,2.94,0,11,0
21,75,47,34,1,138.24,2.94,0,11,4
21,75,47,34,1,138.24,2.94,0,11,7
21,75,47,34,1,138.24,2.94,0,11,13
21,75,47,34,1,138.24,2.94,0,11,19
21,76,35,22,1,159.09,4.55,0,10,16
21,76,35,22,1,159.09,4.55,0,10,17
21,76,35,22,1,159.09,4.55,0,10,19
21,82,36,35,2,102.86,5.71,0,2,4
21,82,36,35,2,102.86,5.71,0,2,16
21,82,36,35,2,102.86,5.71,0,2,19
21,84,24,27,0,88.89,0.0,0,10,10
21,84,24,27,0,88.89,0.0,0,10,16
21,84,24,27,0,88.89,0.0,0,10,19
21,90,21,24,0,87.5,0.0,0,11,10
21,90,21,24,0,87.5,0.0,0,11,14
21,90,21,24,0,87.5,0.0,0,11,16
21,90,21,24,0,87.5,0.0,0,11,19
22,3,38,29,1,131.03,3.45,1,4,0
22,3,38,29,1,131.03,3.45,1,4,1
22,3,38,29,1,131.03,3.45,1,4,14
22,3,38,29,1,131.03,3.45,1,4,17
22,3,38,29,1,131.03,3.45,1,4,19
22,9,37,25,2,148.0,8.0,1,6,2
22,9,37,25,2,148.0,8.0,1,6,3
22,9,37,25,2,148.0,8.0,1,6,14
22,9,37,25,2,148.0,8.0,1,6,17
22,9,37,25,2,148.0,8.0,1,6,19
22,10,47,44,2,106.82,4.55,1,9,0
22,10,47,44,2,106.82,4.55,1,9,9
22,10,47,44,2,106.82,4.55,1,9,13
22,10,47,44,2,106.82,4.55,1,9,16
22,10,47,44,2,106.82,4.55,1,9,17
22,15,53,31,1,170.97,3.23,1,8,3
22,15,53,31,1,170.97,3.23,1,8,7
22,15,53,31,1,170.97,3.23,1,8,19
22,18,30,22,0,136.36,0.0,1,7,4
22,20,46,30,2,153.33,6.67,1,10,7
22,20,46,30,2,153.33,6.67,1,10,14
22,20,46,30,2,153.33,6.67,1,10,17
22,20,46,30,2,153.33,6.67,1,10,19
22,21,40,27,0,148.15,0.0,1,11,14
22,21,40,27,0,148.15,0.0,1,11,19
22,23,40,24,1,166.67,4.17,1,7,7
22,29,38,53,1,71.7,1.89,1,6,0
22,29,38,53,1,71.7,1.89,1,6,4
22,29,38,53,1,71.7,1.89,1,6,17
22,29,38,53,1,71.7,1.89,1,6,19
22,32,38,24,1,158.33,4.17,1,7,9
22,32,38,24,1,158.33,4.17,1,7,13
22,32,38,24,1,158.33,4.17,1,7,14
22,37,60,44,1,136.36,2.27,1,2,0
22,37,60,44,1,136.36,2.27,1,2,1
22,37,60,44,1,136.36,2.27,1,2,14
22,37,60,44,1,136.36,2.27,1,2,17
22,37,60,44,1,136.36,2.27,1,2,19
22,38,63,41,1,153.66,2.44,1,0,1
22,38,63,41,1,153.66,2.44,1,0,14
22,38,63,41,1,153.66,2.44,1,0,17
22,38,63,41,1,153.66,2.44,1,0,19
22,41,46,26,1,176.92,3.85,1,2,14
22,41,46,26,1,176.92,3.85,1,2,17
22,45,55,39,1,141.03,2.56,1,11,10
22,45,55,39,1,141.03,2.56,1,11,14
22,45,55,39,1,141.03,2.56,1,11,17
22,46,51,28,0,182.14,0.0,1,1,7
22,46,51,28,0,182.14,0.0,1,1,14
22,51,61,48,1,127.08,2.08,1,6,4
22,51,61,48,1,127.08,2.08,1,6,7
22,51,61,48,1,127.08,2.08,1,6,14
22,51,61,48,1,127.08,2.08,1,6,16
22,51,61,48,1,127.08,2.08,1,6,17
22,52,52,39,2,133.33,5.13,1,6,9
22,52,52,39,2,133.33,5.13,1,6,14
22,52,52,39,2,133.33,5.13,1,6,17
22,52,52,39,2,133.33,5.13,1,6,19
22,55,33,22,1,150.0,4.55,1,10,0
22,55,33,22,1,150.0,4.55,1,10,1
22,55,33,22,1,150.0,4.55,1,10,14
22,55,33,22,1,150.0,4.55,1,10,17
22,61,42,30,3,140.0,10.0,1,6,3
22,61,42,30,3,140.0,10.0,1,6,14
22,61,42,30,3,140.0,10.0,1,6,16
22,61,42,30,3,140.0,10.0,1,6,19
22,64,52,29,0,179.31,0.0,1,11,14
22,64,52,29,0,179.31,0.0,1,11,17
22,64,52,29,0,179.31,0.0,1,11,19
22,67,27,27,2,100.0,7.41,1,4,10
22,67,27,27,2,100.0,7.41,1,4,17
22,67,27,27,2,100.0,7.41,1,4,19
22,70,21,36,1,58.33,2.78,1,8,0
22,70,21,36,1,58.33,2.78,1,8,4
22,70,21,36,1,58.33,2.78,1,8,7
22,70,21,36,1,58.33,2.78,1,8,14
22,70,21,36,1,58.33,2.78,1,8,17
22,75,15,23,0,65.22,0.0,1,11,3
22,75,15,23,0,65.22,0.0,1,11,7
22,75,15,23,0,65.22,0.0,1,11,19
22,76,55,32,1,171.88,3.12,1,10,0
22,76,55,32,1,171.88,3.12,1,10,14
22,76,55,32,1,171.88,3.12,1,10,17
22,76,55,32,1,171.88,3.12,1,10,19
22,78,20,20,0,100.0,0.0,1,6,3
22,78,20,20,0,100.0,0.0,1,6,19
22,84,28,24,0,116.67,0.0,1,10,10
22,84,28,24,0,116.67,0.0,1,10,14
22,84,28,24,0,116.67,0.0,1,10,17
22,85,40,29,0,137.93,0.0,1,6,3
22,85,40,29,0,137.93,0.0,1,6,17
22,85,40,29,0,137.93,0.0,1,6,19
23,44,47,22,0,213.64,0.0,1,6,10
23,44,47,22,0,213.64,0.0,1,6,12
23,44,47,22,0,213.64,0.0,1,6,19
23,52,52,26,1,200.0,3.85,1,6,3
23,52,52,26,1,200.0,3.85,1,6,8
23,52,52,26,1,200.0,3.85,1,6,9
23,52,52,26,1,200.0,3.85,1,6,12
23,65,21,20,0,105.0,0.0,1,11,1
23,65,21,20,0,105.0,0.0,1,11,10
23,65,21,20,0,105.0,0.0,1,11,19
23,82,58,30,0,193.33,0.0,1,2,1
23,82,58,30,0,193.33,0.0,1,2,10
23,82,58,30,0,193.33,0.0,1,2,11
23,82,58,30,0,193.33,0.0,1,2,19
24,38,31,28,2,110.71,7.14,1,0,3
24,38,31,28,2,110.71,7.14,1,0,4
24,38,31,28,2,110.71,7.14,1,0,9
24,38,31,28,2,110.71,7.14,1,0,11
24,70,37,23,1,160.87,4.35,1,8,3
24,70,37,23,1,160.87,4.35,1,8,9
24,70,37,23,1,160.87,4.35,1,8,11
24,70,37,23,1,160.87,4.35,1,8,14
24,70,37,23,1,160.87,4.35,1,8,15
24,91,41,38,3,107.89,7.89,1,8,1
24,91,41,38,3,107.89,7.89,1,8,8
24,91,41,38,3,107.89,7.89,1,8,9
24,91,41,38,3,107.89,7.89,1,8,11
24,91,41,38,3,107.89,7.89,1,8,19
25,36,30,20,1,150.0,5.0,1,4,9
25,36,30,20,1,150.0,5.0,1,4,11
25,36,30,20,1,150.0,5.0,1,4,14
26,44,28,31,0,90.32,0.0,1,6,4
26,44,28,31,0,90.32,0.0,1,6,10
26,44,28,31,0,90.32,0.0,1,6,20
27,2,44,20,1,220.0,5.0,1,6,4
27,2,44,20,1,220.0,5.0,1,6,7
27,2,44,20,1,220.0,5.0,1,6,9
27,9,32,28,2,114.29,7.14,1,6,4
27,9,32,28,2,114.29,7.14,1,6,7
27,9,32,28,2,114.29,7.14,1,6,14
27,9,32,28,2,114.29,7.14,1,6,18
27,45,40,22,0,181.82,0.0,1,11,4
27,45,40,22,0,181.82,0.0,1,11,9
27,45,40,22,0,181.82,0.0,1,11,10
27,45,40,22,0,181.82,0.0,1,11,13
27,56,54,28,0,192.86,0.0,1,2,10
27,56,54,28,0,192.86,0.0,1,2,18
27,56,54,28,0,192.86,0.0,1,2,19
27,67,30,22,1,136.36,4.55,1,4,6
27,67,30,22,1,136.36,4.55,1,4,9
27,67,30,22,1,136.36,4.55,1,4,10
27,67,30,22,1,136.36,4.55,1,4,19
27,81,38,21,1,180.95,4.76,1,3,9
27,81,38,21,1,180.95,4.76,1,3,10
27,81,38,21,1,180.95,4.76,1,3,16
27,84,35,25,2,140.0,8.0,1,10,9
27,84,35,25,2,140.0,8.0,1,10,10
27,91,19,24,1,79.17,4.17,1,8,9
27,91,19,24,1,79.17,4.17,1,8,10
27,91,19,24,1,79.17,4.17,1,8,13
27,91,19,24,1,79.17,4.17,1,8,14
27,91,19,24,1,79.17,4.17,1,8,18
27,91,19,24,1,79.17,4.17,1,8,19
28,21,39,29,1,134.48,3.45,0,11,2
28,21,39,29,1,134.48,3.45,0,11,4
28,21,39,29,1,134.48,3.45,0,11,6
28,21,39,29,1,134.48,3.45,0,11,10
28,38,31,32,1,96.88,3.12,0,0,0
28,38,31,32,1,96.88,3.12,0,0,2
28,38,31,32,1,96.88,3.12,0,0,9
28,55,43,27,1,159.26,3.7,0,10,0
28,55,43,27,1,159.26,3.7,0,10,2
28,55,43,27,1,159.26,3.7,0,10,9
28,65,16,20,1,80.0,5.0,0,11,3
28,65,16,20,1,80.0,5.0,0,11,10
28,65,16,20,1,80.0,5.0,0,11,17
28,65,16,20,1,80.0,5.0,0,11,18
28,65,16,20,1,80.0,5.0,0,11,19
29,3,17,26,0,65.38,0.0,1,4,2
29,3,17,26,0,65.38,0.0,1,4,4
29,3,17,26,0,65.38,0.0,1,4,19
29,8,42,35,2,120.0,5.71,1,3,2
29,8,42,35,2,120.0,5.71,1,3,13
29,8,42,35,2,120.0,5.71,1,3,17
29,9,58,39,1,148.72,2.56,1,6,2
29,9,58,39,1,148.72,2.56,1,6,17
29,9,58,39,1,148.72,2.56,1,6,19
29,10,52,51,2,101.96,3.92,1,9,0
29,10,52,51,2,101.96,3.92,1,9,2
29,10,52,51,2,101.96,3.92,1,9,4
29,10,52,51,2,101.96,3.92,1,9,9
29,10,52,51,2,101.96,3.92,1,9,10
29,10,52,51,2,101.96,3.92,1,9,16
29,10,52,51,2,101.96,3.92,1,9,18
29,12,61,38,3,160.53,7.89,1,3,2
29,12,61,38,3,160.53,7.89,1,3,6
29,12,61,38,3,160.53,7.89,1,3,19
29,13,31,20,0,155.0,0.0,1,7,6
29,13,31,20,0,155.0,0.0,1,7,19
29,15,32,30,0,106.67,0.0,1,8,0
29,15,32,30,0,106.67,0.0,1,8,4
29,15,32,30,0,106.67,0.0,1,8,6
29,15,32,30,0,106.67,0.0,1,8,7
29,17,74,42,0,176.19,0.0,1,9,2
29,17,74,42,0,176.19,0.0,1,9,6
29,17,74,42,0,176.19,0.0,1,9,10
29,17,74,42,0,176.19,0.0,1,9,19
29,18,43,31,0,138.71,0.0,1,7,14
29,18,43,31,0,138.71,0.0,1,7,19
29,21,45,32,1,140.62,3.12,1,11,4
29,21,45,32,1,140.62,3.12,1,11,7
29,21,45,32,1,140.62,3.12,1,11,14
29,21,45,32,1,140.62,3.12,1,11,16
29,21,45,32,1,140.62,3.12,1,11,18
29,26,17,21,0,80.95,0.0,1,11,2
29,26,17,21,0,80.95,0.0,1,11,10
29,28,42,27,1,155.56,3.7,1,3,3
29,28,42,27,1,155.56,3.7,1,3,16
29,28,42,27,1,155.56,3.7,1,3,19
29,29,53,50,0,106.0,0.0,1,6,0
29,29,53,50,0,106.0,0.0,1,6,2
29,29,53,50,0,106.0,0.0,1,6,3
29,29,53,50,0,106.0,0.0,1,6,10
29,29,53,50,0,106.0,0.0,1,6,19
29,29,53,50,0,106.0,0.0,1,6,20
29,34,66,36,3,183.33,8.33,1,6,0
29,34,66,36,3,183.33,8.33,1,6,2
29,34,66,36,3,183.33,8.33,1,6,13
29,34,66,36,3,183.33,8.33,1,6,15
29,34,66,36,3,183.33,8.33,1,6,19
29,36,41,36,0,113.89,0.0,1,4,0
29,36,41,36,0,113.89,0.0,1,4,9
29,36,41,36,0,113.89,0.0,1,4,10
29,36,41,36,0,113.89,0.0,1,4,20
29,43,23,22,2,104.55,9.09,1,6,2
29,43,23,22,2,104.55,9.09,1,6,10
29,44,37,28,2,132.14,7.14,1,6,0
29,44,37,28,2,132.14,7.14,1,6,3
29,44,37,28,2,132.14,7.14,1,6,14
29,51,32,34,2,94.12,5.88,1,6,2
29,51,32,34,2,94.12,5.88,1,6,5
29,51,32,34,2,94.12,5.88,1,6,13
29,51,32,34,2,94.12,5.88,1,6,19
29,54,36,23,0,156.52,0.0,1,3,3
29,54,36,23,0,156.52,0.0,1,3,10
29,56,62,46,1,134.78,2.17,1,2,2
29,56,62,46,1,134.78,2.17,1,2,4
29,56,62,46,1,134.78,2.17,1,2,6
29,56,62,46,1,134.78,2.17,1,2,10
29,56,62,46,1,134.78,2.17,1,2,19
29,57,24,20,0,120.0,0.0,1,6,2
29,57,24,20,0,120.0,0.0,1,6,19
29,59,42,28,0,150.0,0.0,1,5,2
29,59,42,28,0,150.0,0.0,1,5,10
29,65,57,50,0,114.0,0.0,1,11,2
29,65,57,50,0,114.0,0.0,1,11,10
29,65,57,50,0,114.0,0.0,1,11,17
29,65,57,50,0,114.0,0.0,1,11,19
29,67,33,20,0,165.0,0.0,1,4,2
29,67,33,20,0,165.0,0.0,1,4,3
29,67,33,20,0,165.0,0.0,1,4,6
29,67,33,20,0,165.0,0.0,1,4,10
29,68,21,24,0,87.5,0.0,1,8,2
29,68,21,24,0,87.5,0.0,1,8,10
29,70,41,31,0,132.26,0.0,1,8,0
29,70,41,31,0,132.26,0.0,1,8,2
29,74,49,26,1,188.46,3.85,1,10,2
29,74,49,26,1,188.46,3.85,1,10,4
29,74,49,26,1,188.46,3.85,1,10,6
29,74,49,26,1,188.46,3.85,1,10,19
29,75,32,42,0,76.19,0.0,1,11,2
29,75,32,42,0,76.19,0.0,1,11,4
29,75,32,42,0,76.19,0.0,1,11,6
29,75,32,42,0,76.19,0.0,1,11,7
29,75,32,42,0,76.19,0.0,1,11,14
29,76,39,42,1,92.86,2.38,1,10,0
29,76,39,42,1,92.86,2.38,1,10,2
29,76,39,42,1,92.86,2.38,1,10,13
29,76,39,42,1,92.86,2.38,1,10,17
29,76,39,42,1,92.86,2.38,1,10,18
29,77,41,42,1,97.62,2.38,1,4,4
29,77,41,42,1,97.62,2.38,1,4,7
29,77,41,42,1,97.62,2.38,1,4,9
29,77,41,42,1,97.62,2.38,1,4,14
29,77,41,42,1,97.62,2.38,1,4,16
29,77,41,42,1,97.62,2.38,1,4,18
29,78,14,22,0,63.64,0.0,1,6,6
29,78,14,22,0,63.64,0.0,1,6,14
29,80,16,26,0,61.54,0.0,1,8,0
29,80,16,26,0,61.54,0.0,1,8,9
29,82,48,43,2,111.63,4.65,1,2,2
29,82,48,43,2,111.63,4.65,1,2,3
29,82,48,43,2,111.63,4.65,1,2,10
29,82,48,43,2,111.63,4.65,1,2,17
29,82,48,43,2,111.63,4.65,1,2,19
29,82,48,43,2,111.63,4.65,1,2,20
29,83,44,21,0,209.52,0.0,1,7,4
29,83,44,21,0,209.52,0.0,1,7,6
29,84,26,21,0,123.81,0.0,1,10,0
29,84,26,21,0,123.81,0.0,1,10,2
29,84,26,21,0,123.81,0.0,1,10,3
29,84,26,21,0,123.81,0.0,1,10,10
29,91,59,38,0,155.26,0.0,1,8,2
29,91,59,38,0,155.26,0.0,1,8,14
29,91,59,38,0,155.26,0.0,1,8,17
29,91,59,38,0,155.26,0.0,1,8,18
29,92,47,27,0,174.07,0.0,1,2,0
29,92,47,27,0,174.07,0.0,1,2,9
29,92,47,27,0,174.07,0.0,1,2,13
30,17,34,22,0,154.55,0.0,0,9,2
30,17,34,22,0,154.55,0.0,0,9,10
31,3,15,23,1,65.22,4.35,1,4,6
31,3,15,23,1,65.22,4.35,1,4,10
31,34,18,20,1,90.0,5.0,1,6,4
31,34,18,20,1,90.0,5.0,1,6,10
31,34,18,20,1,90.0,5.0,1,6,14
31,85,14,23,0,60.87,0.0,1,6,3
31,85,14,23,0,60.87,0.0,1,6,13
32,38,20,20,1,100.0,5.0,1,0,4
32,38,20,20,1,100.0,5.0,1,0,8
32,38,20,20,1,100.0,5.0,1,0,9
32,38,20,20,1,100.0,5.0,1,0,11
32,70,51,31,2,164.52,6.45,1,8,3
32,70,51,31,2,164.52,6.45,1,8,4
32,70,51,31,2,164.52,6.45,1,8,6
32,70,51,31,2,164.52,6.45,1,8,9
32,70,51,31,2,164.52,6.45,1,8,11
32,77,36,20,0,180.0,0.0,1,4,3
32,77,36,20,0,180.0,0.0,1,4,6
33,43,28,22,0,127.27,0.0,0,6,10
33,43,28,22,0,127.27,0.0,0,6,11
34,21,25,20,1,125.0,5.0,1,11,4
34,21,25,20,1,125.0,5.0,1,11,11
34,21,25,20,1,125.0,5.0,1,11,18
34,67,20,22,1,90.91,4.55,1,4,3
34,67,20,22,1,90.91,4.55,1,4,6
34,67,20,22,1,90.91,4.55,1,4,14
34,67,20,22,1,90.91,4.55,1,4,19
34,74,34,22,0,154.55,0.0,1,10,2
34,74,34,22,0,154.55,0.0,1,10,14
34,74,34,22,0,154.55,0.0,1,10,15
34,74,34,22,0,154.55,0.0,1,10,19
35,3,22,25,2,88.0,8.0,1,4,4
35,3,22,25,2,88.0,8.0,1,4,14
35,3,22,25,2,88.0,8.0,1,4,16
35,9,39,25,0,156.0,0.0,1,6,2
35,9,39,25,0,156.0,0.0,1,6,14
35,9,39,25,0,156.0,0.0,1,6,19
35,62,30,20,0,150.0,0.0,1,8,16
35,62,30,20,0,150.0,0.0,1,8,19
36,67,20,23,0,86.96,0.0,1,4,0
36,67,20,23,0,86.96,0.0,1,4,7
36,67,20,23,0,86.96,0.0,1,4,10
36,90,21,23,0,91.3,0.0,1,11,4
36,90,21,23,0,91.3,0.0,1,11,10
36,90,21,23,0,91.3,0.0,1,11,16
37,9,37,23,1,160.87,4.35,1,6,3
37,9,37,23,1,160.87,4.35,1,6,6
37,9,37,23,1,160.87,4.35,1,6,10
37,9,37,23,1,160.87,4.35,1,6,19
37,21,22,21,2,104.76,9.52,1,11,8
37,21,22,21,2,104.76,9.52,1,11,9
37,21,22,21,2,104.76,9.52,1,11,13
37,21,22,21,2,104.76,9.52,1,11,18
37,39,34,23,2,147.83,8.7,1,6,21
37,44,36,24,1,150.0,4.17,1,6,3
37,44,36,24,1,150.0,4.17,1,6,7
37,44,36,24,1,150.0,4.17,1,6,19
37,44,36,24,1,150.0,4.17,1,6,20
37,51,35,28,0,125.0,0.0,1,6,6
37,51,35,28,0,125.0,0.0,1,6,10
37,51,35,28,0,125.0,0.0,1,6,13
37,51,35,28,0,125.0,0.0,1,6,14
37,51,35,28,0,125.0,0.0,1,6,19
37,65,48,39,1,123.08,2.56,1,11,3
37,65,48,39,1,123.08,2.56,1,11,6
37,65,48,39,1,123.08,2.56,1,11,10
37,65,48,39,1,123.08,2.56,1,11,17
37,65,48,39,1,123.08,2.56,1,11,19
37,70,36,30,3,120.0,10.0,1,8,0
37,70,36,30,3,120.0,10.0,1,8,14
37,70,36,30,3,120.0,10.0,1,8,18
37,70,36,30,3,120.0,10.0,1,8,19
37,72,33,21,2,157.14,9.52,1,8,2
37,72,33,21,2,157.14,9.52,1,8,3
37,72,33,21,2,157.14,9.52,1,8,10
37,91,40,29,0,137.93,0.0,1,8,3
37,91,40,29,0,137.93,0.0,1,8,10
37,91,40,29,0,137.93,0.0,1,8,17
37,91,40,29,0,137.93,0.0,1,8,18
38,11,38,27,1,140.74,3.7,1,10,2
38,11,38,27,1,140.74,3.7,1,10,9
38,11,38,27,1,140.74,3.7,1,10,10
38,21,28,21,2,133.33,9.52,1,11,4
38,21,28,21,2,133.33,9.52,1,11,7
38,21,28,21,2,133.33,9.52,1,11,9
38,21,28,21,2,133.33,9.52,1,11,14
38,21,28,21,2,133.33,9.52,1,11,16
38,32,28,20,1,140.0,5.0,1,7,2
38,32,28,20,1,140.0,5.0,1,7,4
38,32,28,20,1,140.0,5.0,1,7,11
38,56,47,24,1,195.83,4.17,1,2,10
38,56,47,24,1,195.83,4.17,1,2,17
38,56,47,24,1,195.83,4.17,1,2,19
38,62,37,31,1,119.35,3.23,1,8,2
38,62,37,31,1,119.35,3.23,1,8,10
38,62,37,31,1,119.35,3.23,1,8,19
38,68,46,27,2,170.37,7.41,1,8,2
38,68,46,27,2,170.37,7.41,1,8,13
38,68,46,27,2,170.37,7.41,1,8,15
38,74,31,22,1,140.91,4.55,1,10,10
38,74,31,22,1,140.91,4.55,1,10,19
38,91,29,21,0,138.1,0.0,1,8,3
38,91,29,21,0,138.1,0.0,1,8,14
38,91,29,21,0,138.1,0.0,1,8,17
38,91,29,21,0,138.1,0.0,1,8,19
39,3,20,21,0,95.24,0.0,1,4,2
39,3,20,21,0,95.24,0.0,1,4,5
39,21,28,21,1,133.33,4.76,1,11,0
39,21,28,21,1,133.33,4.76,1,11,2
39,21,28,21,1,133.33,4.76,1,11,16
39,21,28,21,1,133.33,4.76,1,11,19
39,34,39,25,1,156.0,4.0,1,6,4
39,34,39,25,1,156.0,4.0,1,6,11
39,34,39,25,1,156.0,4.0,1,6,14
39,44,50,30,0,166.67,0.0,1,6,4
39,44,50,30,0,166.67,0.0,1,6,14
39,52,15,20,0,75.0,0.0,1,6,14
39,52,15,20,0,75.0,0.0,1,6,19
39,82,47,31,1,151.61,3.23,1,2,2
