batsman,bowler,total_runs,total_balls,dismissals,strike_rate,dismissal_rate,batting_hand,bowling_style
Lalit Yadav,M Theekshana,0,3,1,0.0,33.33,Right-hand,Right-arm offbreak
Lalit Yadav,Mohammed Shami,8,5,0,160.0,0.0,Right-hand,Right-arm fast
Lalit Yadav,Mustafizur Rahman,6,8,0,75.0,0.0,Right-hand,Left-arm fast-medium
Lalit Yadav,N Rana,8,8,0,100.0,0.0,Right-hand,Right-arm offbreak
Lalit Yadav,Nithish Kumar Reddy,2,3,0,66.67,0.0,Right-hand,Right-arm medium-fast
Lalit Yadav,PJ Cummins,1,2,0,50.0,0.0,Right-hand,Right-arm fast
Lalit Yadav,PP Chawla,1,2,1,50.0,50.0,Right-hand,Right-arm legbreak
Lalit Yadav,R Ashwin,14,8,0,175.0,0.0,Right-hand,Right-arm offbreak
Lalit Yadav,R Dhawan,5,4,0,125.0,0.0,Right-hand,Right-arm medium
Lalit Yadav,R Parag,9,6,0,150.0,0.0,Right-hand,Right-arm offbreak
Lalit Yadav,R Shepherd,1,1,0,100.0,0.0,Right-hand,Right-arm fast-medium
Lalit Yadav,R Tewatia,2,8,0,25.0,0.0,Right-hand,Right-arm legbreak
Lalit Yadav,RD Chahar,12,15,0,80.0,0.0,Right-hand,Right-arm legbreak
Lalit Yadav,RP Meredith,5,2,0,250.0,0.0,Right-hand,Right-arm fast
Lalit Yadav,Rashid Khan,10,8,0,125.0,0.0,Right-hand,Right-arm legbreak
Lalit Yadav,Ravi Bishnoi,1,2,1,50.0,50.0,Right-hand,Right-arm legbreak
Lalit Yadav,SP Narine,4,15,3,26.67,20.0,Right-hand,Right-arm offbreak
Lalit Yadav,Sandeep Sharma,3,3,0,100.0,0.0,Right-hand,Right-arm medium-fast
Lalit Yadav,T Natarajan,4,3,1,133.33,33.33,Right-hand,Left-arm medium-fast
Lalit Yadav,TA Boult,21,14,1,150.0,7.14,Right-hand,Left-arm fast-medium
Lalit Yadav,TG Southee,3,6,0,50.0,0.0,Right-hand,Right-arm fast-medium
Lalit Yadav,TS Mills,8,8,0,100.0,0.0,Right-hand,Left-arm fast-medium
Lalit Yadav,TU Deshpande,2,4,0,50.0,0.0,Right-hand,Right-arm medium-fast
Lalit Yadav,UT Yadav,3,3,0,100.0,0.0,Right-hand,Right-arm fast
Lalit Yadav,VR Aaron,2,2,0,100.0,0.0,Right-hand,Right-arm fast
Lalit Yadav,VR Iyer,0,1,0,0.0,0.0,Right-hand,Right-arm offbreak
Lalit Yadav,Vijaykumar Vyshak,2,5,1,40.0,20.0,Right-hand,Right-arm medium-fast
Lalit Yadav,WD Parnell,2,2,0,100.0,0.0,Right-hand,Left-arm fast-medium
Lalit Yadav,YS Chahal,29,19,0,152.63,0.0,Right-hand,Right-arm legbreak
Liton Das,I Sharma,4,3,0,133.33,0.0,Right-hand,Right-arm fast
Liton Das,Mukesh Kumar,0,1,1,0.0,100.0,Right-hand,Right-arm medium-fast
M Ashwin,DJ Bravo,1,2,1,50.0,50.0,Right-hand,Right-arm medium-fast
M Ashwin,K Rabada,0,2,0,0.0,0.0,Right-hand,Right-arm fast
M Ashwin,KK Ahmed,3,5,0,60.0,0.0,Right-hand,Left-arm fast-medium
M Ashwin,M Prasidh Krishna,5,4,0,125.0,0.0,Right-hand,Right-arm fast
M Ashwin,MM Ali,3,5,0,60.0,0.0,Right-hand,Right-arm offbreak
M Ashwin,PJ Cummins,0,2,1,0.0,50.0,Right-hand,Right-arm fast
M Ashwin,PVD Chameera,6,2,1,300.0,50.0,Right-hand,Right-arm fast
M Ashwin,RA Jadeja,1,4,0,25.0,0.0,Right-hand,Left-arm orthodox
M Ashwin,S Kaul,6,5,1,120.0,20.0,Right-hand,Right-arm medium-fast
M Ashwin,SN Thakur,1,3,0,33.33,0.0,Right-hand,Right-arm medium-fast
M Ashwin,TA Boult,0,2,0,0.0,0.0,Right-hand,Left-arm fast-medium
M Ashwin,YS Chahal,1,2,0,50.0,0.0,Right-hand,Right-arm legbreak
M Jansen,A Nortje,1,1,0,100.0,0.0,Left-hand,Right-arm fast
M Jansen,AD Russell,3,7,2,42.86,28.57,Left-hand,Right-arm fast
M Jansen,AS Joseph,1,2,0,50.0,0.0,Left-hand,Right-arm fast
M Jansen,B Kumar,5,8,0,62.5,0.0,Left-hand,Right-arm medium
M Jansen,C Green,9,3,0,300.0,0.0,Left-hand,Right-arm medium-fast
M Jansen,CV Varun,1,3,0,33.33,0.0,Left-hand,Right-arm legbreak
M Jansen,HH Pandya,4,7,1,57.14,14.29,Left-hand,Right-arm medium-fast
M Jansen,HV Patel,3,4,1,75.0,25.0,Left-hand,Right-arm offbreak
M Jansen,Harshit Rana,1,1,0,100.0,0.0,Left-hand,Right-arm fast-medium
M Jansen,JJ Bumrah,1,2,0,50.0,0.0,Left-hand,Right-arm fast
M Jansen,JR Hazlewood,10,5,0,200.0,0.0,Left-hand,Right-arm fast-medium
M Jansen,K Yadav,2,1,0,200.0,0.0,Left-hand,Left-arm chinaman
M Jansen,KK Ahmed,11,6,0,183.33,0.0,Left-hand,Left-arm fast-medium
M Jansen,LH Ferguson,7,3,0,233.33,0.0,Left-hand,Right-arm fast
M Jansen,M Pathirana,28,22,0,127.27,0.0,Left-hand,Right-arm fast
M Jansen,M Theekshana,5,11,1,45.45,9.09,Left-hand,Right-arm offbreak
M Jansen,MM Sharma,1,3,1,33.33,33.33,Left-hand,Right-arm medium-fast
M Jansen,Mohammed Shami,1,1,0,100.0,0.0,Left-hand,Right-arm fast
M Jansen,Mukesh Kumar,1,2,0,50.0,0.0,Left-hand,Right-arm medium-fast
M Jansen,Mustafizur Rahman,0,2,1,0.0,50.0,Left-hand,Left-arm fast-medium
M Jansen,Noor Ahmad,6,4,0,150.0,0.0,Left-hand,Left-arm wrist-spin
M Jansen,PJ Cummins,1,2,0,50.0,0.0,Left-hand,Right-arm fast
M Jansen,PP Chawla,12,5,0,240.0,0.0,Left-hand,Right-arm legbreak
M Jansen,RA Jadeja,3,2,0,150.0,0.0,Left-hand,Left-arm orthodox
M Jansen,RP Meredith,4,3,1,133.33,33.33,Left-hand,Right-arm fast
M Jansen,Rashid Khan,2,3,0,66.67,0.0,Left-hand,Right-arm legbreak
M Jansen,SP Narine,1,2,1,50.0,50.0,Left-hand,Right-arm offbreak
M Jansen,Sandeep Sharma,4,4,0,100.0,0.0,Left-hand,Right-arm medium-fast
M Jansen,Suyash Sharma,7,4,0,175.0,0.0,Left-hand,Right-arm legbreak
M Jansen,TU Deshpande,2,3,0,66.67,0.0,Left-hand,Right-arm medium-fast
M Jansen,VG Arora,1,6,2,16.67,33.33,Left-hand,Right-arm medium-fast
M Jansen,Yash Dayal,3,4,0,75.0,0.0,Left-hand,Left-arm fast-medium
M Markande,Arjun Tendulkar,2,3,0,66.67,0.0,Right-hand,Left-arm medium-fast
M Markande,CV Varun,1,2,0,50.0,0.0,Right-hand,Right-arm legbreak
M Markande,MM Sharma,11,3,0,366.67,0.0,Right-hand,Right-arm medium-fast
M Markande,Mohammed Shami,0,1,0,0.0,0.0,Right-hand,Right-arm fast
M Markande,R Tewatia,6,3,0,200.0,0.0,Right-hand,Right-arm legbreak
M Markande,Yash Dayal,1,2,0,50.0,0.0,Right-hand,Left-arm fast-medium
M Prasidh Krishna,HV Patel,2,3,0,66.67,0.0,Right-hand,Right-arm offbreak
M Prasidh Krishna,JR Hazlewood,0,2,1,0.0,50.0,Right-hand,Right-arm fast-medium
M Prasidh Krishna,LH Ferguson,2,3,0,66.67,0.0,Right-hand,Right-arm fast
M Prasidh Krishna,Rashid Khan,1,2,0,50.0,0.0,Right-hand,Right-arm legbreak
M Prasidh Krishna,SM Curran,0,1,0,0.0,0.0,Right-hand,Left-arm medium-fast
M Prasidh Krishna,V Shankar,1,2,0,50.0,0.0,Right-hand,Right-arm medium
M Shahrukh Khan,A Kamboj,0,3,0,0.0,0.0,Right-hand,Right-arm medium
M Shahrukh Khan,A Nortje,6,2,0,300.0,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,A Zampa,6,3,0,200.0,0.0,Right-hand,Right-arm legbreak
M Shahrukh Khan,AR Patel,4,6,0,66.67,0.0,Right-hand,Left-arm orthodox
M Shahrukh Khan,AS Joseph,6,1,0,600.0,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,Abhishek Sharma,8,6,0,133.33,0.0,Right-hand,Left-arm orthodox
M Shahrukh Khan,Akash Deep,23,7,0,328.57,0.0,Right-hand,Right-arm medium-fast
M Shahrukh Khan,Akash Singh,1,3,0,33.33,0.0,Right-hand,Left-arm medium-fast
M Shahrukh Khan,Arshdeep Singh,6,1,0,600.0,0.0,Right-hand,Left-arm medium-fast
M Shahrukh Khan,Ashwani Kumar,0,1,1,0.0,100.0,Right-hand,Right-arm medium
M Shahrukh Khan,Avesh Khan,17,14,3,121.43,21.43,Right-hand,Right-arm fast
M Shahrukh Khan,B Kumar,8,4,1,200.0,25.0,Right-hand,Right-arm medium
M Shahrukh Khan,Basil Thampi,12,5,1,240.0,20.0,Right-hand,Right-arm fast-medium
M Shahrukh Khan,C Green,31,15,0,206.67,0.0,Right-hand,Right-arm medium-fast
M Shahrukh Khan,C Sakariya,1,2,0,50.0,0.0,Right-hand,Left-arm medium-fast
M Shahrukh Khan,CJ Jordan,2,2,1,100.0,50.0,Right-hand,Right-arm fast-medium
M Shahrukh Khan,CR Woakes,15,5,0,300.0,0.0,Right-hand,Right-arm fast-medium
M Shahrukh Khan,CV Varun,4,8,0,50.0,0.0,Right-hand,Right-arm legbreak
M Shahrukh Khan,D Pretorius,1,1,0,100.0,0.0,Right-hand,Right-arm fast-medium
M Shahrukh Khan,DG Nalkande,1,1,0,100.0,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,DJ Bravo,6,4,0,150.0,0.0,Right-hand,Right-arm medium-fast
M Shahrukh Khan,DL Chahar,1,5,1,20.0,20.0,Right-hand,Right-arm medium
M Shahrukh Khan,DS Rathi,1,1,0,100.0,0.0,Right-hand,Right-arm medium-fast
M Shahrukh Khan,Fazalhaq Farooqi,14,7,0,200.0,0.0,Right-hand,Left-arm fast-medium
M Shahrukh Khan,GHS Garton,2,3,0,66.67,0.0,Right-hand,Left-arm fast-medium
M Shahrukh Khan,GJ Maxwell,14,7,0,200.0,0.0,Right-hand,Right-arm offbreak
M Shahrukh Khan,HH Pandya,6,3,1,200.0,33.33,Right-hand,Right-arm medium-fast
M Shahrukh Khan,HV Patel,25,20,1,125.0,5.0,Right-hand,Right-arm offbreak
M Shahrukh Khan,Harshit Rana,17,6,0,283.33,0.0,Right-hand,Right-arm fast-medium
M Shahrukh Khan,I Sharma,1,1,0,100.0,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,J Little,2,3,1,66.67,33.33,Right-hand,Left-arm fast-medium
M Shahrukh Khan,J Suchith,16,15,0,106.67,0.0,Right-hand,Left-arm orthodox
M Shahrukh Khan,JC Archer,7,5,0,140.0,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,JD Unadkat,1,1,0,100.0,0.0,Right-hand,Left-arm medium-fast
M Shahrukh Khan,JJ Bumrah,6,6,1,100.0,16.67,Right-hand,Right-arm fast
M Shahrukh Khan,JO Holder,6,5,1,120.0,20.0,Right-hand,Right-arm fast-medium
M Shahrukh Khan,JR Hazlewood,0,3,0,0.0,0.0,Right-hand,Right-arm fast-medium
M Shahrukh Khan,K Rabada,9,4,0,225.0,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,KK Ahmed,4,11,4,36.36,36.36,Right-hand,Left-arm fast-medium
M Shahrukh Khan,KM Asif,1,2,0,50.0,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,KV Sharma,23,15,0,153.33,0.0,Right-hand,Right-arm legbreak
M Shahrukh Khan,Kuldeep Yadav,7,9,0,77.78,0.0,Right-hand,Left-arm chinaman
M Shahrukh Khan,M Jansen,1,3,0,33.33,0.0,Right-hand,Left-arm fast-medium
M Shahrukh Khan,M Markande,0,2,1,0.0,50.0,Right-hand,Right-arm legbreak
M Shahrukh Khan,M Pathirana,2,3,0,66.67,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,M Prasidh Krishna,0,2,1,0.0,50.0,Right-hand,Right-arm fast
M Shahrukh Khan,M Theekshana,16,7,1,228.57,14.29,Right-hand,Right-arm offbreak
M Shahrukh Khan,MA Wood,13,4,0,325.0,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,MM Ali,13,11,0,118.18,0.0,Right-hand,Right-arm offbreak
M Shahrukh Khan,MM Sharma,5,3,0,166.67,0.0,Right-hand,Right-arm medium-fast
M Shahrukh Khan,Mohammed Shami,22,7,0,314.29,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,Mohammed Siraj,11,11,1,100.0,9.09,Right-hand,Right-arm fast
M Shahrukh Khan,Mujeeb Ur Rahman,0,2,0,0.0,0.0,Right-hand,Right-arm offbreak
M Shahrukh Khan,Mukesh Choudhary,1,1,0,100.0,0.0,Right-hand,Left-arm medium-fast
M Shahrukh Khan,Mukesh Kumar,3,4,0,75.0,0.0,Right-hand,Right-arm medium-fast
M Shahrukh Khan,Mustafizur Rahman,6,4,0,150.0,0.0,Right-hand,Left-arm fast-medium
M Shahrukh Khan,Navdeep Saini,3,3,0,100.0,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,Naveen-ul-Haq,3,4,0,75.0,0.0,Right-hand,Right-arm medium-fast
M Shahrukh Khan,Noor Ahmad,2,3,0,66.67,0.0,Right-hand,Left-arm wrist-spin
M Shahrukh Khan,PJ Cummins,6,2,0,300.0,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,PWH de Silva,7,8,1,87.5,12.5,Right-hand,Right-arm offbreak
M Shahrukh Khan,R Ashwin,16,7,0,228.57,0.0,Right-hand,Right-arm offbreak
M Shahrukh Khan,RA Jadeja,20,22,1,90.91,4.55,Right-hand,Left-arm orthodox
M Shahrukh Khan,RJ Gleeson,2,2,0,100.0,0.0,Right-hand,Right-arm fast-medium
M Shahrukh Khan,Rashid Khan,4,8,1,50.0,12.5,Right-hand,Right-arm legbreak
M Shahrukh Khan,Rasikh Salam,6,3,1,200.0,33.33,Right-hand,Right-arm medium-fast
M Shahrukh Khan,Ravi Bishnoi,9,7,0,128.57,0.0,Right-hand,Right-arm legbreak
M Shahrukh Khan,S Dube,15,5,0,300.0,0.0,Right-hand,Right-arm medium
M Shahrukh Khan,S Kaul,9,4,0,225.0,0.0,Right-hand,Right-arm medium-fast
M Shahrukh Khan,SM Curran,0,2,1,0.0,50.0,Right-hand,Left-arm medium-fast
M Shahrukh Khan,SN Thakur,34,22,0,154.55,0.0,Right-hand,Right-arm medium-fast
M Shahrukh Khan,SP Narine,9,10,0,90.0,0.0,Right-hand,Right-arm offbreak
M Shahrukh Khan,Sandeep Sharma,4,5,0,80.0,0.0,Right-hand,Right-arm medium-fast
M Shahrukh Khan,Shahbaz Ahmed,13,7,0,185.71,0.0,Right-hand,Left-arm orthodox
M Shahrukh Khan,Shivam Mavi,9,4,0,225.0,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,Simarjeet Singh,1,1,0,100.0,0.0,Right-hand,Right-arm fast
M Shahrukh Khan,Suyash Sharma,1,2,0,50.0,0.0,Right-hand,Right-arm legbreak
M Shahrukh Khan,Swapnil Singh,4,3,0,133.33,0.0,Right-hand,Left-arm orthodox
M Shahrukh Khan,T Natarajan,10,9,0,111.11,0.0,Right-hand,Left-arm medium-fast
M Shahrukh Khan,T Stubbs,0,2,1,0.0,50.0,Right-hand,Right-arm offbreak
M Shahrukh Khan,TA Boult,34,15,0,226.67,0.0,Right-hand,Left-arm fast-medium
M Shahrukh Khan,TG Southee,11,6,1,183.33,16.67,Right-hand,Right-arm fast-medium
M Shahrukh Khan,TU Deshpande,7,5,0,140.0,0.0,Right-hand,Right-arm medium-fast
M Shahrukh Khan,Umran Malik,9,7,1,128.57,14.29,Right-hand,Right-arm fast
M Shahrukh Khan,VG Arora,14,5,0,280.0,0.0,Right-hand,Right-arm medium-fast
M Shahrukh Khan,VR Iyer,7,2,0,350.0,0.0,Right-hand,Right-arm offbreak
M Shahrukh Khan,Vijaykumar Vyshak,10,7,0,142.86,0.0,Right-hand,Right-arm medium-fast
M Shahrukh Khan,W O'Rourke,8,5,0,160.0,0.0,Right-hand,Right-arm fast-medium
M Shahrukh Khan,WD Parnell,6,3,0,200.0,0.0,Right-hand,Left-arm fast-medium
M Shahrukh Khan,YS Chahal,13,15,1,86.67,6.67,Right-hand,Right-arm legbreak
M Shahrukh Khan,Yash Dayal,9,6,0,150.0,0.0,Right-hand,Left-arm fast-medium
M Shahrukh Khan,Yash Thakur,3,6,1,50.0,16.67,Right-hand,Right-arm medium-fast
M Theekshana,C Bosch,1,2,0,50.0,0.0,Right-hand,Right-arm medium-fast
M Theekshana,HV Patel,7,4,0,175.0,0.0,Right-hand,Right-arm offbreak
M Theekshana,JJ Bumrah,1,6,0,16.67,0.0,Right-hand,Right-arm fast
M Theekshana,K Kartikeya,0,1,0,0.0,0.0,Right-hand,Left-arm orthodox
M Theekshana,KK Ahmed,0,1,0,0.0,0.0,Right-hand,Left-arm fast-medium
M Theekshana,KV Sharma,0,1,1,0.0,100.0,Right-hand,Right-arm legbreak
M Theekshana,M Pathirana,2,3,0,66.67,0.0,Right-hand,Right-arm fast
M Theekshana,M Prasidh Krishna,2,6,0,33.33,0.0,Right-hand,Right-arm fast
M Theekshana,Mohammed Siraj,1,4,0,25.0,0.0,Right-hand,Right-arm fast
M Theekshana,R Sai Kishore,2,3,1,66.67,33.33,Right-hand,Left-arm orthodox
M Theekshana,Ramandeep Singh,0,2,1,0.0,50.0,Right-hand,Right-arm medium-fast
M Theekshana,SH Johnson,1,1,0,100.0,0.0,Right-hand,Left-arm fast
M Tiwari,JJ Bumrah,2,2,1,100.0,50.0,Right-hand,Right-arm fast
M Tiwari,MJ Santner,1,2,0,50.0,0.0,Right-hand,Left-arm orthodox
M Vohra,Arshdeep Singh,0,2,1,0.0,50.0,Right-hand,Left-arm medium-fast
M Vohra,Avesh Khan,0,5,0,0.0,0.0,Right-hand,Right-arm fast
M Vohra,CR Woakes,9,6,1,150.0,16.67,Right-hand,Right-arm fast-medium
M Vohra,DL Chahar,12,9,0,133.33,0.0,Right-hand,Right-arm medium
M Vohra,JA Richardson,12,7,0,171.43,0.0,Right-hand,Right-arm fast
M Vohra,JR Hazlewood,11,5,1,220.0,20.0,Right-hand,Right-arm fast-medium
M Vohra,KA Jamieson,6,8,1,75.0,12.5,Right-hand,Right-arm fast-medium
M Vohra,M Theekshana,1,3,1,33.33,33.33,Right-hand,Right-arm offbreak
M Vohra,MM Ali,1,1,0,100.0,0.0,Right-hand,Right-arm offbreak
M Vohra,Mohammed Siraj,2,5,0,40.0,0.0,Right-hand,Right-arm fast
M Vohra,SM Curran,9,7,1,128.57,14.29,Right-hand,Left-arm medium-fast
M Vohra,Shahbaz Ahmed,7,3,0,233.33,0.0,Right-hand,Left-arm orthodox
M Vohra,TU Deshpande,1,2,0,50.0,0.0,Right-hand,Right-arm medium-fast
MA Agarwal,A Badoni,1,1,0,100.0,0.0,Right-hand,Right-arm offbreak
MA Agarwal,A Kamboj,0,2,1,0.0,50.0,Right-hand,Right-arm medium
MA Agarwal,A Nortje,13,10,0,130.0,0.0,Right-hand,Right-arm fast
MA Agarwal,AD Russell,1,4,1,25.0,25.0,Right-hand,Right-arm fast
MA Agarwal,AR Patel,22,25,2,88.0,8.0,Right-hand,Left-arm orthodox
MA Agarwal,Abhishek Sharma,2,5,0,40.0,0.0,Right-hand,Left-arm orthodox
MA Agarwal,Akash Deep,2,2,0,100.0,0.0,Right-hand,Right-arm medium-fast
MA Agarwal,Akash Madhwal,19,8,1,237.5,12.5,Right-hand,Right-arm medium-fast
MA Agarwal,Akash Singh,15,6,0,250.0,0.0,Right-hand,Left-arm medium-fast
MA Agarwal,Arjun Tendulkar,2,6,0,33.33,0.0,Right-hand,Left-arm medium-fast
MA Agarwal,Arshdeep Singh,18,12,0,150.0,0.0,Right-hand,Left-arm medium-fast
MA Agarwal,Avesh Khan,39,25,0,156.0,0.0,Right-hand,Right-arm fast
MA Agarwal,Azmatullah Omarzai,8,11,1,72.73,9.09,Right-hand,Right-arm medium-fast
MA Agarwal,B Kumar,15,13,0,115.38,0.0,Right-hand,Right-arm medium
MA Agarwal,Basil Thampi,14,7,0,200.0,0.0,Right-hand,Right-arm fast-medium
MA Agarwal,C Green,3,7,0,42.86,0.0,Right-hand,Right-arm medium-fast
MA Agarwal,C Sakariya,11,11,1,100.0,9.09,Right-hand,Left-arm medium-fast
MA Agarwal,CH Morris,17,8,0,212.5,0.0,Right-hand,Right-arm fast-medium
MA Agarwal,CJ Jordan,3,4,0,75.0,0.0,Right-hand,Right-arm fast-medium
MA Agarwal,CR Woakes,8,3,0,266.67,0.0,Right-hand,Right-arm fast-medium
MA Agarwal,CV Varun,6,12,1,50.0,8.33,Right-hand,Right-arm legbreak
MA Agarwal,DJ Willey,11,7,0,157.14,0.0,Right-hand,Left-arm fast-medium
MA Agarwal,DL Chahar,6,8,1,75.0,12.5,Right-hand,Right-arm medium
MA Agarwal,DS Rathi,8,7,0,114.29,0.0,Right-hand,Right-arm medium-fast
MA Agarwal,DT Christian,9,3,0,300.0,0.0,Right-hand,Right-arm fast-medium
MA Agarwal,E Malinga,1,1,0,100.0,0.0,Right-hand,Right-arm fast
MA Agarwal,GHS Garton,12,13,0,92.31,0.0,Right-hand,Left-arm fast-medium
MA Agarwal,HH Pandya,10,10,2,100.0,20.0,Right-hand,Right-arm medium-fast
MA Agarwal,HR Shokeen,3,3,0,100.0,0.0,Right-hand,Right-arm offbreak
MA Agarwal,HV Patel,17,16,1,106.25,6.25,Right-hand,Right-arm offbreak
MA Agarwal,Harpreet Brar,10,8,0,125.0,0.0,Right-hand,Left-arm orthodox
MA Agarwal,Harsh Dubey,4,3,0,133.33,0.0,Right-hand,Left-arm orthodox
MA Agarwal,Harshit Rana,27,19,2,142.11,10.53,Right-hand,Right-arm fast-medium
MA Agarwal,I Sharma,27,16,1,168.75,6.25,Right-hand,Right-arm fast
MA Agarwal,JD Unadkat,4,8,0,50.0,0.0,Right-hand,Left-arm medium-fast
MA Agarwal,JJ Bumrah,13,11,0,118.18,0.0,Right-hand,Right-arm fast
MA Agarwal,JO Holder,12,10,1,120.0,10.0,Right-hand,Right-arm fast-medium
MA Agarwal,JP Behrendorff,29,17,0,170.59,0.0,Right-hand,Left-arm fast-medium
MA Agarwal,JR Hazlewood,2,3,0,66.67,0.0,Right-hand,Right-arm fast-medium
MA Agarwal,K Kartikeya,26,17,0,152.94,0.0,Right-hand,Left-arm orthodox
MA Agarwal,K Rabada,37,14,0,264.29,0.0,Right-hand,Right-arm fast
MA Agarwal,KA Jamieson,10,12,0,83.33,0.0,Right-hand,Right-arm fast-medium
MA Agarwal,KH Pandya,16,9,1,177.78,11.11,Right-hand,Left-arm orthodox
MA Agarwal,KK Ahmed,8,9,1,88.89,11.11,Right-hand,Left-arm fast-medium
MA Agarwal,KM Asif,5,5,0,100.0,0.0,Right-hand,Right-arm fast
MA Agarwal,KR Mayers,2,2,0,100.0,0.0,Right-hand,Right-arm medium-fast
MA Agarwal,KR Sen,2,3,0,66.67,0.0,Right-hand,Right-arm fast
MA Agarwal,KT Maphaka,2,6,0,33.33,0.0,Right-hand,Left-arm fast
MA Agarwal,Kartik Tyagi,15,9,0,166.67,0.0,Right-hand,Right-arm fast
MA Agarwal,Kuldeep Yadav,5,7,0,71.43,0.0,Right-hand,Left-arm chinaman
MA Agarwal,LH Ferguson,4,3,0,133.33,0.0,Right-hand,Right-arm fast
MA Agarwal,LI Meriwala,22,12,1,183.33,8.33,Right-hand,Left-arm medium-fast
MA Agarwal,Lalit Yadav,19,12,0,158.33,0.0,Right-hand,Right-arm offbreak
MA Agarwal,M Ashwin,17,9,1,188.89,11.11,Right-hand,Right-arm legbreak
MA Agarwal,M Prasidh Krishna,10,8,0,125.0,0.0,Right-hand,Right-arm fast
MA Agarwal,M Theekshana,8,9,1,88.89,11.11,Right-hand,Right-arm offbreak
MA Agarwal,MA Starc,12,9,0,133.33,0.0,Right-hand,Left-arm fast
MA Agarwal,MJ Santner,6,7,0,85.71,0.0,Right-hand,Left-arm orthodox
MA Agarwal,MK Lomror,4,3,0,133.33,0.0,Right-hand,Left-arm orthodox
MA Agarwal,MP Stoinis,3,3,0,100.0,0.0,Right-hand,Right-arm medium
MA Agarwal,MR Marsh,13,9,0,144.44,0.0,Right-hand,Right-arm medium-fast
MA Agarwal,Mohammed Shami,5,6,0,83.33,0.0,Right-hand,Right-arm fast
MA Agarwal,Mohammed Siraj,25,18,0,138.89,0.0,Right-hand,Right-arm fast
MA Agarwal,Mohsin Khan,13,10,0,130.0,0.0,Right-hand,Left-arm fast-medium
MA Agarwal,Mukesh Choudhary,9,10,1,90.0,10.0,Right-hand,Left-arm medium-fast
MA Agarwal,Mukesh Kumar,5,3,0,166.67,0.0,Right-hand,Right-arm medium-fast
MA Agarwal,Musheer Khan,11,4,1,275.0,25.0,Right-hand,Left-arm orthodox
MA Agarwal,Mustafizur Rahman,19,15,1,126.67,6.67,Right-hand,Left-arm fast-medium
MA Agarwal,NT Ellis,2,4,0,50.0,0.0,Right-hand,Right-arm fast-medium
MA Agarwal,Nithish Kumar Reddy,1,3,1,33.33,33.33,Right-hand,Right-arm medium-fast
MA Agarwal,PJ Cummins,9,8,0,112.5,0.0,Right-hand,Right-arm fast
MA Agarwal,PP Chawla,30,20,0,150.0,0.0,Right-hand,Right-arm legbreak
MA Agarwal,PVD Chameera,6,4,1,150.0,25.0,Right-hand,Right-arm fast
MA Agarwal,PWH de Silva,1,4,1,25.0,25.0,Right-hand,Right-arm offbreak
MA Agarwal,R Ashwin,31,16,0,193.75,0.0,Right-hand,Right-arm offbreak
MA Agarwal,R Tewatia,17,13,1,130.77,7.69,Right-hand,Right-arm legbreak
MA Agarwal,RA Jadeja,1,3,1,33.33,33.33,Right-hand,Left-arm orthodox
MA Agarwal,RD Chahar,2,5,2,40.0,40.0,Right-hand,Right-arm legbreak
MA Agarwal,RP Meredith,16,10,1,160.0,10.0,Right-hand,Right-arm fast
MA Agarwal,S Kaul,2,2,0,100.0,0.0,Right-hand,Right-arm medium-fast
MA Agarwal,SM Curran,2,3,0,66.67,0.0,Right-hand,Left-arm medium-fast
MA Agarwal,SN Thakur,24,13,1,184.62,7.69,Right-hand,Right-arm medium-fast
MA Agarwal,SP Narine,12,11,1,109.09,9.09,Right-hand,Right-arm offbreak
MA Agarwal,Sandeep Sharma,2,3,0,66.67,0.0,Right-hand,Right-arm medium-fast
MA Agarwal,Shahbaz Ahmed,29,18,0,161.11,0.0,Right-hand,Left-arm orthodox
MA Agarwal,Shivam Mavi,17,17,0,100.0,0.0,Right-hand,Right-arm fast
MA Agarwal,TA Boult,18,16,0,112.5,0.0,Right-hand,Left-arm fast-medium
MA Agarwal,TG Southee,12,7,0,171.43,0.0,Right-hand,Right-arm fast-medium
MA Agarwal,TS Mills,13,8,0,162.5,0.0,Right-hand,Left-arm fast-medium
MA Agarwal,UT Yadav,14,17,1,82.35,5.88,Right-hand,Right-arm fast
MA Agarwal,Umran Malik,0,1,0,0.0,0.0,Right-hand,Right-arm fast
MA Agarwal,VG Arora,10,5,0,200.0,0.0,Right-hand,Right-arm medium-fast
MA Agarwal,VR Iyer,7,3,0,233.33,0.0,Right-hand,Right-arm offbreak
MA Agarwal,Vijaykumar Vyshak,8,4,0,200.0,0.0,Right-hand,Right-arm medium-fast
MA Agarwal,W O'Rourke,6,3,0,200.0,0.0,Right-hand,Right-arm fast-medium
