batsman,bowler,total_runs,total_balls,dismissals,strike_rate,dismissal_rate,batting_hand,bowling_style
DA Miller,M Markande,17,8,0,212.5,0.0,Left-hand,Right-arm legbreak
DA Miller,M Pathirana,9,16,0,56.25,0.0,Left-hand,Right-arm fast
DA Miller,M Prasidh Krishna,54,32,0,168.75,0.0,Left-hand,Right-arm fast
DA Miller,M Theekshana,14,7,0,200.0,0.0,Left-hand,Right-arm offbreak
DA Miller,MA Starc,5,6,0,83.33,0.0,Left-hand,Left-arm fast
DA Miller,MM Ali,14,10,1,140.0,10.0,Left-hand,Right-arm offbreak
DA Miller,MM Sharma,20,11,0,181.82,0.0,Left-hand,Right-arm medium-fast
DA Miller,MP Stoinis,14,6,1,233.33,16.67,Left-hand,Right-arm medium
DA Miller,MR Marsh,4,3,0,133.33,0.0,Left-hand,Right-arm medium-fast
DA Miller,Mohammed Shami,6,3,0,200.0,0.0,Left-hand,Right-arm fast
DA Miller,Mohammed Siraj,10,14,2,71.43,14.29,Left-hand,Right-arm fast
DA Miller,Mohsin Khan,4,5,0,80.0,0.0,Left-hand,Left-arm fast-medium
DA Miller,Mukesh Choudhary,9,8,0,112.5,0.0,Left-hand,Left-arm medium-fast
DA Miller,Mukesh Kumar,34,15,1,226.67,6.67,Left-hand,Right-arm medium-fast
DA Miller,Mustafizur Rahman,15,9,0,166.67,0.0,Left-hand,Left-arm fast-medium
DA Miller,N Rana,2,2,0,100.0,0.0,Left-hand,Right-arm offbreak
DA Miller,NM Coulter-Nile,6,6,1,100.0,16.67,Left-hand,Right-arm fast
DA Miller,Naveen-ul-Haq,2,4,0,50.0,0.0,Left-hand,Right-arm medium-fast
DA Miller,OC McCoy,24,18,0,133.33,0.0,Left-hand,Left-arm fast-medium
DA Miller,OF Smith,5,4,0,125.0,0.0,Left-hand,Right-arm legbreak
DA Miller,PH Solanki,4,7,0,57.14,0.0,Left-hand,Right-arm legbreak
DA Miller,PJ Cummins,22,18,0,122.22,0.0,Left-hand,Right-arm fast
DA Miller,PP Chawla,26,12,0,216.67,0.0,Left-hand,Right-arm legbreak
DA Miller,PVD Chameera,1,2,0,50.0,0.0,Left-hand,Right-arm fast
DA Miller,PWH de Silva,19,15,1,126.67,6.67,Left-hand,Right-arm offbreak
DA Miller,R Ashwin,37,36,1,102.78,2.78,Left-hand,Right-arm offbreak
DA Miller,R Dhawan,5,6,0,83.33,0.0,Left-hand,Right-arm medium
DA Miller,RA Jadeja,26,18,1,144.44,5.56,Left-hand,Left-arm orthodox
DA Miller,RD Chahar,3,3,0,100.0,0.0,Left-hand,Right-arm legbreak
DA Miller,RP Meredith,21,9,0,233.33,0.0,Left-hand,Right-arm fast
DA Miller,Rashid Khan,3,5,0,60.0,0.0,Left-hand,Right-arm legbreak
DA Miller,Rasikh Salam,7,4,0,175.0,0.0,Left-hand,Right-arm medium-fast
DA Miller,Ravi Bishnoi,5,8,0,62.5,0.0,Left-hand,Right-arm legbreak
DA Miller,S Kaul,4,5,0,80.0,0.0,Left-hand,Right-arm medium-fast
DA Miller,SM Curran,4,5,0,80.0,0.0,Left-hand,Left-arm medium-fast
DA Miller,SN Thakur,8,7,0,114.29,0.0,Left-hand,Right-arm medium-fast
DA Miller,SP Narine,28,18,0,155.56,0.0,Left-hand,Right-arm offbreak
DA Miller,Sandeep Sharma,15,12,1,125.0,8.33,Left-hand,Right-arm medium-fast
DA Miller,Shahbaz Ahmed,10,7,0,142.86,0.0,Left-hand,Left-arm orthodox
DA Miller,Shivam Mavi,1,6,1,16.67,16.67,Left-hand,Right-arm fast
DA Miller,Simarjeet Singh,14,9,0,155.56,0.0,Left-hand,Right-arm fast
DA Miller,Suyash Sharma,14,5,0,280.0,0.0,Left-hand,Right-arm legbreak
DA Miller,T Natarajan,7,8,1,87.5,12.5,Left-hand,Left-arm medium-fast
DA Miller,TA Boult,22,19,0,115.79,0.0,Left-hand,Left-arm fast-medium
DA Miller,TG Southee,1,3,0,33.33,0.0,Left-hand,Right-arm fast-medium
DA Miller,TK Curran,2,3,0,66.67,0.0,Left-hand,Left-arm medium-fast
DA Miller,TU Deshpande,5,7,1,71.43,14.29,Left-hand,Right-arm medium-fast
DA Miller,UT Yadav,1,1,0,100.0,0.0,Left-hand,Right-arm fast
DA Miller,Umran Malik,13,13,1,100.0,7.69,Left-hand,Right-arm fast
DA Miller,V Puthur,6,4,0,150.0,0.0,Left-hand,Right-arm medium
DA Miller,V Shankar,7,3,0,233.33,0.0,Left-hand,Right-arm medium
DA Miller,VG Arora,3,2,0,150.0,0.0,Left-hand,Right-arm medium-fast
DA Miller,Vijaykumar Vyshak,3,5,0,60.0,0.0,Left-hand,Right-arm medium-fast
DA Miller,WG Jacks,10,5,0,200.0,0.0,Left-hand,Right-arm offbreak
DA Miller,Washington Sundar,16,18,1,88.89,5.56,Left-hand,Right-arm offbreak
DA Miller,YS Chahal,60,32,0,187.5,0.0,Left-hand,Right-arm legbreak
DA Miller,Yash Dayal,17,14,0,121.43,0.0,Left-hand,Left-arm fast-medium
DA Miller,Yash Thakur,11,6,0,183.33,0.0,Left-hand,Right-arm medium-fast
DA Warner,A Nortje,0,3,1,0.0,33.33,Left-hand,Right-arm fast
DA Warner,AD Russell,22,12,0,183.33,0.0,Left-hand,Right-arm fast
DA Warner,AF Milne,13,7,0,185.71,0.0,Left-hand,Right-arm fast
DA Warner,AJ Tye,0,1,0,0.0,0.0,Left-hand,Right-arm medium-fast
DA Warner,AK Markram,9,4,0,225.0,0.0,Left-hand,Right-arm offbreak
DA Warner,AR Patel,2,3,0,66.67,0.0,Left-hand,Left-arm orthodox
DA Warner,AS Joseph,10,9,1,111.11,11.11,Left-hand,Right-arm fast
DA Warner,AS Roy,6,4,0,150.0,0.0,Left-hand,Right-arm medium
DA Warner,Akash Madhwal,4,6,0,66.67,0.0,Left-hand,Right-arm medium-fast
DA Warner,Arshad Khan,12,9,0,133.33,0.0,Left-hand,Right-arm offbreak
DA Warner,Arshdeep Singh,39,29,0,134.48,0.0,Left-hand,Left-arm medium-fast
DA Warner,Avesh Khan,20,17,2,117.65,11.76,Left-hand,Right-arm fast
DA Warner,B Kumar,17,30,2,56.67,6.67,Left-hand,Right-arm medium
DA Warner,C Green,17,10,0,170.0,0.0,Left-hand,Right-arm medium-fast
DA Warner,CV Varun,28,18,1,155.56,5.56,Left-hand,Right-arm legbreak
DA Warner,DJ Hooda,10,11,0,90.91,0.0,Left-hand,Right-arm offbreak
DA Warner,DL Chahar,52,37,1,140.54,2.7,Left-hand,Right-arm medium
DA Warner,DR Sams,0,2,1,0.0,50.0,Left-hand,Right-arm fast-medium
DA Warner,DT Christian,6,5,0,120.0,0.0,Left-hand,Right-arm fast-medium
DA Warner,FA Allen,0,1,1,0.0,100.0,Left-hand,Left-arm orthodox
DA Warner,GJ Maxwell,11,9,0,122.22,0.0,Left-hand,Right-arm offbreak
DA Warner,HH Pandya,7,5,0,140.0,0.0,Left-hand,Right-arm medium-fast
DA Warner,HR Shokeen,10,12,0,83.33,0.0,Left-hand,Right-arm offbreak
DA Warner,HV Patel,28,19,1,147.37,5.26,Left-hand,Right-arm offbreak
DA Warner,Harbhajan Singh,1,1,0,100.0,0.0,Left-hand,Right-arm offbreak
DA Warner,Harpreet Brar,11,9,1,122.22,11.11,Left-hand,Left-arm orthodox
DA Warner,Harshit Rana,2,3,0,66.67,0.0,Left-hand,Right-arm fast-medium
DA Warner,J Little,12,11,0,109.09,0.0,Left-hand,Left-arm fast-medium
DA Warner,JD Unadkat,24,10,0,240.0,0.0,Left-hand,Left-arm medium-fast
DA Warner,JJ Bumrah,2,6,0,33.33,0.0,Left-hand,Right-arm fast
DA Warner,JO Holder,11,13,0,84.62,0.0,Left-hand,Right-arm fast-medium
DA Warner,JP Behrendorff,3,6,1,50.0,16.67,Left-hand,Left-arm fast-medium
DA Warner,JR Hazlewood,14,10,1,140.0,10.0,Left-hand,Right-arm fast-medium
DA Warner,K Gowtham,8,11,0,72.73,0.0,Left-hand,Right-arm offbreak
DA Warner,K Khejroliya,8,4,0,200.0,0.0,Left-hand,Left-arm medium-fast
DA Warner,K Rabada,55,28,0,196.43,0.0,Left-hand,Right-arm fast
DA Warner,KA Jamieson,17,11,1,154.55,9.09,Left-hand,Right-arm fast-medium
DA Warner,KA Pollard,3,5,0,60.0,0.0,Left-hand,Right-arm medium-fast
DA Warner,KH Pandya,7,6,0,116.67,0.0,Left-hand,Left-arm orthodox
DA Warner,KR Mayers,5,6,0,83.33,0.0,Left-hand,Right-arm medium-fast
DA Warner,KR Sen,10,7,0,142.86,0.0,Left-hand,Right-arm fast
DA Warner,Kartik Tyagi,24,15,0,160.0,0.0,Left-hand,Right-arm fast
DA Warner,L Ngidi,16,13,1,123.08,7.69,Left-hand,Right-arm fast
DA Warner,LS Livingstone,0,1,1,0.0,100.0,Left-hand,Right-arm offbreak
DA Warner,M Ashwin,13,13,0,100.0,0.0,Left-hand,Right-arm legbreak
DA Warner,M Jansen,1,1,0,100.0,0.0,Left-hand,Left-arm fast-medium
DA Warner,M Markande,6,4,0,150.0,0.0,Left-hand,Right-arm legbreak
DA Warner,M Pathirana,6,13,1,46.15,7.69,Left-hand,Right-arm fast
DA Warner,M Prasidh Krishna,19,14,2,135.71,14.29,Left-hand,Right-arm fast
DA Warner,M Theekshana,23,13,1,176.92,7.69,Left-hand,Right-arm offbreak
DA Warner,MA Starc,8,8,1,100.0,12.5,Left-hand,Left-arm fast
DA Warner,MA Wood,7,7,0,100.0,0.0,Left-hand,Right-arm fast
DA Warner,MC Henriques,1,1,0,100.0,0.0,Left-hand,Right-arm fast-medium
DA Warner,MM Ali,3,5,0,60.0,0.0,Left-hand,Right-arm offbreak
DA Warner,MP Stoinis,1,2,0,50.0,0.0,Left-hand,Right-arm medium
DA Warner,Mohammed Shami,22,25,1,88.0,4.0,Left-hand,Right-arm fast
DA Warner,Mohammed Siraj,39,22,0,177.27,0.0,Left-hand,Right-arm fast
DA Warner,Mohsin Khan,3,4,1,75.0,25.0,Left-hand,Left-arm fast-medium
DA Warner,Mukesh Choudhary,14,7,0,200.0,0.0,Left-hand,Left-arm medium-fast
DA Warner,Mustafizur Rahman,6,5,1,120.0,20.0,Left-hand,Left-arm fast-medium
DA Warner,N Burger,11,4,0,275.0,0.0,Left-hand,Right-arm fast
DA Warner,N Rana,11,9,0,122.22,0.0,Left-hand,Right-arm offbreak
DA Warner,NT Ellis,31,16,0,193.75,0.0,Left-hand,Right-arm fast-medium
DA Warner,Naveen-ul-Haq,0,1,0,0.0,0.0,Left-hand,Right-arm medium-fast
DA Warner,OC McCoy,5,2,0,250.0,0.0,Left-hand,Left-arm fast-medium
DA Warner,PJ Cummins,11,7,0,157.14,0.0,Left-hand,Right-arm fast
DA Warner,PP Chawla,17,11,0,154.55,0.0,Left-hand,Right-arm legbreak
DA Warner,PWH de Silva,18,9,1,200.0,11.11,Left-hand,Right-arm offbreak
DA Warner,R Ashwin,28,31,0,90.32,0.0,Left-hand,Right-arm offbreak
DA Warner,R Dhawan,9,5,0,180.0,0.0,Left-hand,Right-arm medium
DA Warner,R Shepherd,6,2,1,300.0,50.0,Left-hand,Right-arm fast-medium
DA Warner,RA Jadeja,58,31,0,187.1,0.0,Left-hand,Left-arm orthodox
DA Warner,RD Chahar,27,21,0,128.57,0.0,Left-hand,Right-arm legbreak
DA Warner,RP Meredith,2,5,0,40.0,0.0,Left-hand,Right-arm fast
DA Warner,Rasikh Salam,5,3,0,166.67,0.0,Left-hand,Right-arm medium-fast
DA Warner,Ravi Bishnoi,6,12,1,50.0,8.33,Left-hand,Right-arm legbreak
DA Warner,S Gopal,4,5,0,80.0,0.0,Left-hand,Right-arm legbreak
DA Warner,SA Abbott,17,13,0,130.77,0.0,Left-hand,Right-arm fast-medium
DA Warner,SM Curran,37,28,1,132.14,3.57,Left-hand,Left-arm medium-fast
DA Warner,SN Thakur,8,7,0,114.29,0.0,Left-hand,Right-arm medium-fast
DA Warner,SP Narine,37,29,0,127.59,0.0,Left-hand,Right-arm offbreak
DA Warner,Sandeep Sharma,14,17,0,82.35,0.0,Left-hand,Right-arm medium-fast
DA Warner,Shahbaz Ahmed,14,8,0,175.0,0.0,Left-hand,Left-arm orthodox
DA Warner,Simarjeet Singh,1,3,0,33.33,0.0,Left-hand,Right-arm fast
DA Warner,Swapnil Singh,1,2,1,50.0,50.0,Left-hand,Left-arm orthodox
DA Warner,T Natarajan,1,1,0,100.0,0.0,Left-hand,Left-arm medium-fast
DA Warner,TA Boult,54,45,0,120.0,0.0,Left-hand,Left-arm fast-medium
DA Warner,TG Southee,11,6,0,183.33,0.0,Left-hand,Right-arm fast-medium
DA Warner,TU Deshpande,17,20,0,85.0,0.0,Left-hand,Right-arm medium-fast
DA Warner,Tilak Varma,1,3,0,33.33,0.0,Left-hand,Right-arm offbreak
DA Warner,UT Yadav,17,17,2,100.0,11.76,Left-hand,Right-arm fast
DA Warner,Umran Malik,23,13,0,176.92,0.0,Left-hand,Right-arm fast
DA Warner,VG Arora,20,10,0,200.0,0.0,Left-hand,Right-arm medium-fast
DA Warner,VR Iyer,2,2,0,100.0,0.0,Left-hand,Right-arm offbreak
DA Warner,Vijaykumar Vyshak,4,3,1,133.33,33.33,Left-hand,Right-arm medium-fast
DA Warner,WD Parnell,2,2,0,100.0,0.0,Left-hand,Left-arm fast-medium
DA Warner,Washington Sundar,13,7,1,185.71,14.29,Left-hand,Right-arm offbreak
DA Warner,YS Chahal,40,32,1,125.0,3.12,Left-hand,Right-arm legbreak
DA Warner,Yash Thakur,2,3,1,66.67,33.33,Left-hand,Right-arm medium-fast
DG Nalkande,KH Pandya,2,5,1,40.0,20.0,Right-hand,Left-arm orthodox
DG Nalkande,M Pathirana,0,1,1,0.0,100.0,Right-hand,Right-arm fast
DG Nalkande,M Siddharth,8,4,0,200.0,0.0,Right-hand,Left-arm orthodox
DG Nalkande,Ravi Bishnoi,2,2,0,100.0,0.0,Right-hand,Right-arm legbreak
DJ Bravo,A Nortje,1,1,0,100.0,0.0,Right-hand,Right-arm fast
DJ Bravo,AF Milne,8,3,0,266.67,0.0,Right-hand,Right-arm fast
DJ Bravo,AJ Tye,1,1,0,100.0,0.0,Right-hand,Right-arm medium-fast
DJ Bravo,B Kumar,5,3,0,166.67,0.0,Right-hand,Right-arm medium
DJ Bravo,CH Morris,8,5,0,160.0,0.0,Right-hand,Right-arm fast-medium
DJ Bravo,HR Shokeen,1,1,0,100.0,0.0,Right-hand,Right-arm offbreak
DJ Bravo,JD Unadkat,1,1,0,100.0,0.0,Right-hand,Left-arm medium-fast
DJ Bravo,JJ Bumrah,3,8,1,37.5,12.5,Right-hand,Right-arm fast
DJ Bravo,K Kartikeya,9,6,1,150.0,16.67,Right-hand,Left-arm orthodox
DJ Bravo,LS Livingstone,0,1,1,0.0,100.0,Right-hand,Right-arm offbreak
DJ Bravo,M Jansen,1,1,0,100.0,0.0,Right-hand,Left-arm fast-medium
DJ Bravo,Mohammed Shami,4,3,0,133.33,0.0,Right-hand,Right-arm fast
DJ Bravo,Mustafizur Rahman,12,5,0,240.0,0.0,Right-hand,Left-arm fast-medium
DJ Bravo,RP Meredith,1,4,0,25.0,0.0,Right-hand,Right-arm fast
DJ Bravo,T Natarajan,2,2,0,100.0,0.0,Right-hand,Left-arm medium-fast
DJ Bravo,TA Boult,13,3,0,433.33,0.0,Right-hand,Left-arm fast-medium
DJ Hooda,A Nortje,2,4,0,50.0,0.0,Right-hand,Right-arm fast
DJ Hooda,AD Russell,1,2,1,50.0,50.0,Right-hand,Right-arm fast
DJ Hooda,AR Patel,27,21,0,128.57,0.0,Right-hand,Left-arm orthodox
DJ Hooda,AS Joseph,8,6,0,133.33,0.0,Right-hand,Right-arm fast
DJ Hooda,AS Roy,14,9,0,155.56,0.0,Right-hand,Right-arm medium
DJ Hooda,Abdul Samad,9,6,0,150.0,0.0,Right-hand,Right-arm offbreak
DJ Hooda,Abhishek Sharma,2,3,1,66.67,33.33,Right-hand,Left-arm orthodox
DJ Hooda,Akash Madhwal,2,2,0,100.0,0.0,Right-hand,Right-arm medium-fast
DJ Hooda,Arshdeep Singh,5,2,0,250.0,0.0,Right-hand,Left-arm medium-fast
DJ Hooda,Avesh Khan,19,11,0,172.73,0.0,Right-hand,Right-arm fast
DJ Hooda,B Kumar,12,15,2,80.0,13.33,Right-hand,Right-arm medium
DJ Hooda,C Green,1,1,0,100.0,0.0,Right-hand,Right-arm medium-fast
DJ Hooda,C Sakariya,22,15,0,146.67,0.0,Right-hand,Left-arm medium-fast
DJ Hooda,CH Morris,10,5,1,200.0,20.0,Right-hand,Right-arm fast-medium
DJ Hooda,CJ Jordan,3,3,0,100.0,0.0,Right-hand,Right-arm fast-medium
DJ Hooda,CR Woakes,4,4,0,100.0,0.0,Right-hand,Right-arm fast-medium
DJ Hooda,CV Varun,0,2,2,0.0,100.0,Right-hand,Right-arm legbreak
DJ Hooda,D Pretorius,2,3,0,66.67,0.0,Right-hand,Right-arm fast-medium
DJ Hooda,DJ Bravo,11,5,1,220.0,20.0,Right-hand,Right-arm medium-fast
DJ Hooda,DJ Willey,3,3,0,100.0,0.0,Right-hand,Left-arm fast-medium
DJ Hooda,DL Chahar,2,5,1,40.0,20.0,Right-hand,Right-arm medium
DJ Hooda,Fazalhaq Farooqi,1,3,0,33.33,0.0,Right-hand,Left-arm fast-medium
DJ Hooda,G Coetzee,5,4,0,125.0,0.0,Right-hand,Right-arm fast
DJ Hooda,GJ Maxwell,1,1,0,100.0,0.0,Right-hand,Right-arm offbreak
DJ Hooda,HH Pandya,29,24,1,120.83,4.17,Right-hand,Right-arm medium-fast
DJ Hooda,HV Patel,15,14,0,107.14,0.0,Right-hand,Right-arm offbreak
DJ Hooda,Harpreet Brar,2,2,0,100.0,0.0,Right-hand,Left-arm orthodox
DJ Hooda,Harshit Rana,10,4,0,250.0,0.0,Right-hand,Right-arm fast-medium
DJ Hooda,I Sharma,2,5,2,40.0,40.0,Right-hand,Right-arm fast
DJ Hooda,JD Unadkat,17,16,2,106.25,12.5,Right-hand,Left-arm medium-fast
DJ Hooda,JJ Bumrah,4,8,1,50.0,12.5,Right-hand,Right-arm fast
DJ Hooda,JO Holder,0,1,1,0.0,100.0,Right-hand,Right-arm fast-medium
DJ Hooda,JP Behrendorff,4,7,1,57.14,14.29,Right-hand,Left-arm fast-medium
DJ Hooda,JR Hazlewood,11,8,0,137.5,0.0,Right-hand,Right-arm fast-medium
DJ Hooda,K Rabada,12,7,0,171.43,0.0,Right-hand,Right-arm fast
DJ Hooda,KA Jamieson,1,2,0,50.0,0.0,Right-hand,Right-arm fast-medium
DJ Hooda,KA Pollard,4,4,0,100.0,0.0,Right-hand,Right-arm medium-fast
DJ Hooda,KH Pandya,6,4,0,150.0,0.0,Right-hand,Left-arm orthodox
DJ Hooda,KK Ahmed,2,2,0,100.0,0.0,Right-hand,Left-arm fast-medium
DJ Hooda,KR Sen,1,4,1,25.0,25.0,Right-hand,Right-arm fast
DJ Hooda,Kartik Tyagi,0,2,1,0.0,50.0,Right-hand,Right-arm fast
DJ Hooda,Kuldeep Yadav,22,17,1,129.41,5.88,Right-hand,Left-arm chinaman
DJ Hooda,LH Ferguson,3,8,0,37.5,0.0,Right-hand,Right-arm fast
DJ Hooda,LS Livingstone,15,8,0,187.5,0.0,Right-hand,Right-arm offbreak
DJ Hooda,Lalit Yadav,4,3,0,133.33,0.0,Right-hand,Right-arm offbreak
DJ Hooda,M Pathirana,11,5,0,220.0,0.0,Right-hand,Right-arm fast
DJ Hooda,M Prasidh Krishna,5,5,1,100.0,20.0,Right-hand,Right-arm fast
DJ Hooda,MA Starc,2,5,1,40.0,20.0,Right-hand,Left-arm fast
DJ Hooda,MJ Santner,3,5,1,60.0,20.0,Right-hand,Left-arm orthodox
DJ Hooda,MM Ali,1,3,0,33.33,0.0,Right-hand,Right-arm offbreak
DJ Hooda,MM Sharma,7,7,1,100.0,14.29,Right-hand,Right-arm medium-fast
DJ Hooda,Mohammed Shami,3,3,1,100.0,33.33,Right-hand,Right-arm fast
DJ Hooda,Mohammed Siraj,1,5,1,20.0,20.0,Right-hand,Right-arm fast
DJ Hooda,Mukesh Kumar,4,5,0,80.0,0.0,Right-hand,Right-arm medium-fast
DJ Hooda,Mustafizur Rahman,18,11,0,163.64,0.0,Right-hand,Left-arm fast-medium
DJ Hooda,N Burger,11,4,0,275.0,0.0,Right-hand,Right-arm fast
DJ Hooda,N Wadhera,8,5,0,160.0,0.0,Right-hand,Right-arm offbreak
DJ Hooda,NM Coulter-Nile,2,5,0,40.0,0.0,Right-hand,Right-arm fast
DJ Hooda,OC McCoy,9,6,0,150.0,0.0,Right-hand,Left-arm fast-medium
DJ Hooda,PJ Cummins,3,6,0,50.0,0.0,Right-hand,Right-arm fast
DJ Hooda,PP Chawla,17,17,1,100.0,5.88,Right-hand,Right-arm legbreak
DJ Hooda,PWH de Silva,20,13,2,153.85,15.38,Right-hand,Right-arm offbreak
DJ Hooda,R Ashwin,31,30,2,103.33,6.67,Right-hand,Right-arm offbreak
DJ Hooda,R Dhawan,9,8,0,112.5,0.0,Right-hand,Right-arm medium
DJ Hooda,R Parag,0,1,0,0.0,0.0,Right-hand,Right-arm offbreak
DJ Hooda,R Sai Kishore,4,6,0,66.67,0.0,Right-hand,Left-arm orthodox
DJ Hooda,R Shepherd,8,6,1,133.33,16.67,Right-hand,Right-arm fast-medium
DJ Hooda,R Tewatia,1,1,0,100.0,0.0,Right-hand,Right-arm legbreak
DJ Hooda,RD Chahar,14,11,0,127.27,0.0,Right-hand,Right-arm legbreak
DJ Hooda,RP Meredith,0,1,1,0.0,100.0,Right-hand,Right-arm fast
DJ Hooda,Rashid Khan,32,32,2,100.0,6.25,Right-hand,Right-arm legbreak
DJ Hooda,S Dube,13,4,0,325.0,0.0,Right-hand,Right-arm medium
DJ Hooda,S Gopal,25,9,0,277.78,0.0,Right-hand,Right-arm legbreak
DJ Hooda,SM Curran,7,9,0,77.78,0.0,Right-hand,Left-arm medium-fast
DJ Hooda,SN Thakur,18,17,2,105.88,11.76,Right-hand,Right-arm medium-fast
DJ Hooda,SP Narine,11,11,0,100.0,0.0,Right-hand,Right-arm offbreak
DJ Hooda,Sandeep Sharma,8,10,0,80.0,0.0,Right-hand,Right-arm medium-fast
DJ Hooda,Shahbaz Ahmed,22,21,1,104.76,4.76,Right-hand,Left-arm orthodox
DJ Hooda,Shivam Mavi,14,13,1,107.69,7.69,Right-hand,Right-arm fast
DJ Hooda,Sikandar Raza,0,1,1,0.0,100.0,Right-hand,Right-arm offbreak
DJ Hooda,T Natarajan,10,9,0,111.11,0.0,Right-hand,Left-arm medium-fast
DJ Hooda,TA Boult,55,36,0,152.78,0.0,Right-hand,Left-arm fast-medium
DJ Hooda,TS Mills,10,3,0,333.33,0.0,Right-hand,Left-arm fast-medium
DJ Hooda,Umran Malik,27,10,0,270.0,0.0,Right-hand,Right-arm fast
DJ Hooda,V Puthur,1,3,1,33.33,33.33,Right-hand,Right-arm medium
DJ Hooda,V Shankar,5,3,0,166.67,0.0,Right-hand,Right-arm medium
DJ Hooda,VG Arora,6,5,0,120.0,0.0,Right-hand,Right-arm medium-fast
DJ Hooda,VR Aaron,17,6,0,283.33,0.0,Right-hand,Right-arm fast
DJ Hooda,WD Parnell,5,4,1,125.0,25.0,Right-hand,Left-arm fast-medium
DJ Hooda,Washington Sundar,2,2,0,100.0,0.0,Right-hand,Right-arm offbreak
DJ Hooda,YS Chahal,49,34,3,144.12,8.82,Right-hand,Right-arm legbreak
DJ Hooda,Yash Dayal,9,5,0,180.0,0.0,Right-hand,Left-arm fast-medium
DJ Hooda,Zeeshan Ansari,3,2,0,150.0,0.0,Right-hand,Left-arm orthodox
DJ Malan,AR Patel,4,8,1,50.0,12.5,Left-hand,Left-arm orthodox
DJ Malan,Avesh Khan,1,3,0,33.33,0.0,Left-hand,Right-arm fast
DJ Malan,I Sharma,12,5,0,240.0,0.0,Left-hand,Right-arm fast
DJ Malan,K Rabada,1,2,0,50.0,0.0,Left-hand,Right-arm fast
DJ Malan,Lalit Yadav,8,8,0,100.0,0.0,Left-hand,Right-arm offbreak
DJ Mitchell,A Nortje,1,1,0,100.0,0.0,Right-hand,Right-arm fast
DJ Mitchell,AD Russell,1,2,0,50.0,0.0,Right-hand,Right-arm fast
DJ Mitchell,AR Patel,14,10,1,140.0,10.0,Right-hand,Left-arm orthodox
DJ Mitchell,AS Joseph,4,3,0,133.33,0.0,Right-hand,Right-arm fast
DJ Mitchell,Arshdeep Singh,12,6,0,200.0,0.0,Right-hand,Left-arm medium-fast
DJ Mitchell,B Kumar,9,6,0,150.0,0.0,Right-hand,Right-arm medium
DJ Mitchell,C Green,1,2,1,50.0,50.0,Right-hand,Right-arm medium-fast
DJ Mitchell,CV Varun,4,5,0,80.0,0.0,Right-hand,Right-arm legbreak
DJ Mitchell,DR Sams,2,5,1,40.0,20.0,Right-hand,Right-arm fast-medium
DJ Mitchell,G Coetzee,3,2,0,150.0,0.0,Right-hand,Right-arm fast
DJ Mitchell,GJ Maxwell,4,7,0,57.14,0.0,Right-hand,Right-arm offbreak
DJ Mitchell,HH Pandya,5,7,1,71.43,14.29,Right-hand,Right-arm medium-fast
DJ Mitchell,HV Patel,8,8,1,100.0,12.5,Right-hand,Right-arm offbreak
DJ Mitchell,Harpreet Brar,4,1,0,400.0,0.0,Right-hand,Left-arm orthodox
DJ Mitchell,I Sharma,1,1,0,100.0,0.0,Right-hand,Right-arm fast
DJ Mitchell,JD Unadkat,13,10,1,130.0,10.0,Right-hand,Left-arm medium-fast
DJ Mitchell,JJ Bumrah,9,7,0,128.57,0.0,Right-hand,Right-arm fast
DJ Mitchell,JR Hazlewood,0,7,1,0.0,14.29,Right-hand,Right-arm fast-medium
DJ Mitchell,K Kartikeya,12,12,0,100.0,0.0,Right-hand,Left-arm orthodox
DJ Mitchell,K Rabada,4,2,0,200.0,0.0,Right-hand,Right-arm fast
DJ Mitchell,KA Pollard,2,3,0,66.67,0.0,Right-hand,Right-arm medium-fast
DJ Mitchell,KK Ahmed,5,6,0,83.33,0.0,Right-hand,Left-arm fast-medium
DJ Mitchell,KV Sharma,14,5,0,280.0,0.0,Right-hand,Right-arm legbreak
DJ Mitchell,Kartik Tyagi,13,6,0,216.67,0.0,Right-hand,Right-arm fast
DJ Mitchell,MJ Henry,4,5,0,80.0,0.0,Right-hand,Right-arm fast-medium
DJ Mitchell,MM Sharma,8,9,1,88.89,11.11,Right-hand,Right-arm medium-fast
DJ Mitchell,Mayank Dagar,3,8,0,37.5,0.0,Right-hand,Left-arm orthodox
DJ Mitchell,Mohammed Siraj,3,3,0,100.0,0.0,Right-hand,Right-arm fast
DJ Mitchell,Mohsin Khan,5,2,0,250.0,0.0,Right-hand,Left-arm fast-medium
DJ Mitchell,N Burger,2,2,0,100.0,0.0,Right-hand,Right-arm fast
DJ Mitchell,Noor Ahmad,4,4,0,100.0,0.0,Right-hand,Left-arm wrist-spin
DJ Mitchell,PJ Cummins,19,10,0,190.0,0.0,Right-hand,Right-arm fast
DJ Mitchell,PWH de Silva,4,5,0,80.0,0.0,Right-hand,Right-arm offbreak
DJ Mitchell,R Ashwin,11,6,0,183.33,0.0,Right-hand,Right-arm offbreak
DJ Mitchell,RD Chahar,2,2,0,100.0,0.0,Right-hand,Right-arm legbreak
DJ Mitchell,RP Meredith,1,1,0,100.0,0.0,Right-hand,Right-arm fast
DJ Mitchell,Rashid Khan,25,12,0,208.33,0.0,Right-hand,Right-arm legbreak
DJ Mitchell,Rasikh Salam,13,8,0,162.5,0.0,Right-hand,Right-arm medium-fast
