batsman,bowler,total_runs,total_balls,dismissals,strike_rate,dismissal_rate,batting_hand,bowling_style,venue
Ishan Kishan,KK Ahmed,58,36,0,161.11,0.0,Left-hand,Left-arm fast-medium,"MA Chidambaram Stadium, Chepauk, Chennai"
Ishan Kishan,KK Ahmed,58,36,0,161.11,0.0,Left-hand,Left-arm fast-medium,"Wankhede Stadium, Mumbai"
Ishan Kishan,Lalit Yadav,24,31,1,77.42,3.23,Left-hand,Right-arm offbreak,"Arun Jaitley Stadium, Delhi"
Ishan Kishan,Lalit Yadav,24,31,1,77.42,3.23,Left-hand,Right-arm offbreak,"Brabourne Stadium, Mumbai"
Ishan Kishan,Lalit Yadav,24,31,1,77.42,3.23,Left-hand,Right-arm offbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
Ishan Kishan,Lalit Yadav,24,31,1,77.42,3.23,Left-hand,Right-arm offbreak,"Wankhede Stadium, Mumbai"
Ishan Kishan,M Prasidh Krishna,30,26,1,115.38,3.85,Left-hand,Right-arm fast,"Dr DY Patil Sports Academy, Mumbai"
Ishan Kishan,M Prasidh Krishna,30,26,1,115.38,3.85,Left-hand,Right-arm fast,"Narendra Modi Stadium, Ahmedabad"
Ishan Kishan,M Prasidh Krishna,30,26,1,115.38,3.85,Left-hand,Right-arm fast,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
Ishan Kishan,M Prasidh Krishna,30,26,1,115.38,3.85,Left-hand,Right-arm fast,"Zayed Cricket Stadium, Abu Dhabi"
Ishan Kishan,Mohammed Shami,29,30,0,96.67,0.0,Left-hand,Right-arm fast,"Brabourne Stadium, Mumbai"
Ishan Kishan,Mohammed Shami,29,30,0,96.67,0.0,Left-hand,Right-arm fast,"MA Chidambaram Stadium, Chepauk, Chennai"
Ishan Kishan,Mohammed Shami,29,30,0,96.67,0.0,Left-hand,Right-arm fast,"Narendra Modi Stadium, Ahmedabad"
Ishan Kishan,Mohammed Shami,29,30,0,96.67,0.0,Left-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
Ishan Kishan,Mohammed Siraj,55,45,1,122.22,2.22,Left-hand,Right-arm fast,"M Chinnaswamy Stadium, Bengaluru"
Ishan Kishan,Mohammed Siraj,55,45,1,122.22,2.22,Left-hand,Right-arm fast,"MA Chidambaram Stadium, Chepauk, Chennai"
Ishan Kishan,Mohammed Siraj,55,45,1,122.22,2.22,Left-hand,Right-arm fast,"Maharashtra Cricket Association Stadium, Pune"
Ishan Kishan,Mohammed Siraj,55,45,1,122.22,2.22,Left-hand,Right-arm fast,"Narendra Modi Stadium, Ahmedabad"
Ishan Kishan,Mohammed Siraj,55,45,1,122.22,2.22,Left-hand,Right-arm fast,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
Ishan Kishan,Mohammed Siraj,55,45,1,122.22,2.22,Left-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
Ishan Kishan,R Ashwin,25,29,1,86.21,3.45,Left-hand,Right-arm offbreak,"Dr DY Patil Sports Academy, Mumbai"
Ishan Kishan,R Ashwin,25,29,1,86.21,3.45,Left-hand,Right-arm offbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
Ishan Kishan,R Ashwin,25,29,1,86.21,3.45,Left-hand,Right-arm offbreak,"Wankhede Stadium, Mumbai"
Ishan Kishan,Rashid Khan,31,32,2,96.88,6.25,Left-hand,Right-arm legbreak,"Brabourne Stadium, Mumbai"
Ishan Kishan,Rashid Khan,31,32,2,96.88,6.25,Left-hand,Right-arm legbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
Ishan Kishan,Rashid Khan,31,32,2,96.88,6.25,Left-hand,Right-arm legbreak,"Narendra Modi Stadium, Ahmedabad"
Ishan Kishan,Rashid Khan,31,32,2,96.88,6.25,Left-hand,Right-arm legbreak,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
Ishan Kishan,Rashid Khan,31,32,2,96.88,6.25,Left-hand,Right-arm legbreak,"Wankhede Stadium, Mumbai"
Ishan Kishan,Rashid Khan,31,32,2,96.88,6.25,Left-hand,Right-arm legbreak,"Zayed Cricket Stadium, Abu Dhabi"
Ishan Kishan,Ravi Bishnoi,22,31,4,70.97,12.9,Left-hand,Right-arm legbreak,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
Ishan Kishan,Ravi Bishnoi,22,31,4,70.97,12.9,Left-hand,Right-arm legbreak,"Brabourne Stadium, Mumbai"
Ishan Kishan,Ravi Bishnoi,22,31,4,70.97,12.9,Left-hand,Right-arm legbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
Ishan Kishan,Ravi Bishnoi,22,31,4,70.97,12.9,Left-hand,Right-arm legbreak,"Wankhede Stadium, Mumbai"
Ishan Kishan,SN Thakur,56,29,1,193.1,3.45,Left-hand,Right-arm medium-fast,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
Ishan Kishan,SN Thakur,56,29,1,193.1,3.45,Left-hand,Right-arm medium-fast,"Brabourne Stadium, Mumbai"
Ishan Kishan,SN Thakur,56,29,1,193.1,3.45,Left-hand,Right-arm medium-fast,Dubai International Cricket Stadium
Ishan Kishan,SN Thakur,56,29,1,193.1,3.45,Left-hand,Right-arm medium-fast,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
Ishan Kishan,SN Thakur,56,29,1,193.1,3.45,Left-hand,Right-arm medium-fast,"Wankhede Stadium, Mumbai"
Ishan Kishan,SP Narine,47,34,1,138.24,2.94,Left-hand,Right-arm offbreak,"Arun Jaitley Stadium, Delhi"
Ishan Kishan,SP Narine,47,34,1,138.24,2.94,Left-hand,Right-arm offbreak,"Dr DY Patil Sports Academy, Mumbai"
Ishan Kishan,SP Narine,47,34,1,138.24,2.94,Left-hand,Right-arm offbreak,"Eden Gardens, Kolkata"
Ishan Kishan,SP Narine,47,34,1,138.24,2.94,Left-hand,Right-arm offbreak,"Maharashtra Cricket Association Stadium, Pune"
Ishan Kishan,SP Narine,47,34,1,138.24,2.94,Left-hand,Right-arm offbreak,"Wankhede Stadium, Mumbai"
Ishan Kishan,Sandeep Sharma,35,22,1,159.09,4.55,Left-hand,Right-arm medium-fast,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
Ishan Kishan,Sandeep Sharma,35,22,1,159.09,4.55,Left-hand,Right-arm medium-fast,"Sawai Mansingh Stadium, Jaipur"
Ishan Kishan,Sandeep Sharma,35,22,1,159.09,4.55,Left-hand,Right-arm medium-fast,"Wankhede Stadium, Mumbai"
Ishan Kishan,TA Boult,36,35,2,102.86,5.71,Left-hand,Left-arm fast-medium,"Dr DY Patil Sports Academy, Mumbai"
Ishan Kishan,TA Boult,36,35,2,102.86,5.71,Left-hand,Left-arm fast-medium,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
Ishan Kishan,TA Boult,36,35,2,102.86,5.71,Left-hand,Left-arm fast-medium,"Wankhede Stadium, Mumbai"
Ishan Kishan,TU Deshpande,24,27,0,88.89,0.0,Left-hand,Right-arm medium-fast,"MA Chidambaram Stadium, Chepauk, Chennai"
Ishan Kishan,TU Deshpande,24,27,0,88.89,0.0,Left-hand,Right-arm medium-fast,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
Ishan Kishan,TU Deshpande,24,27,0,88.89,0.0,Left-hand,Right-arm medium-fast,"Wankhede Stadium, Mumbai"
Ishan Kishan,VG Arora,20,23,3,86.96,13.04,Left-hand,Right-arm medium-fast,"Arun Jaitley Stadium, Delhi"
Ishan Kishan,VG Arora,20,23,3,86.96,13.04,Left-hand,Right-arm medium-fast,"Eden Gardens, Kolkata"
Ishan Kishan,VG Arora,20,23,3,86.96,13.04,Left-hand,Right-arm medium-fast,"Maharashtra Cricket Association Stadium, Pune"
Ishan Kishan,VG Arora,20,23,3,86.96,13.04,Left-hand,Right-arm medium-fast,"Wankhede Stadium, Mumbai"
Ishan Kishan,Washington Sundar,21,24,0,87.5,0.0,Left-hand,Right-arm offbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
Ishan Kishan,Washington Sundar,21,24,0,87.5,0.0,Left-hand,Right-arm offbreak,"Narendra Modi Stadium, Ahmedabad"
Ishan Kishan,Washington Sundar,21,24,0,87.5,0.0,Left-hand,Right-arm offbreak,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
Ishan Kishan,Washington Sundar,21,24,0,87.5,0.0,Left-hand,Right-arm offbreak,"Wankhede Stadium, Mumbai"
JC Buttler,AR Patel,38,29,1,131.03,3.45,Right-hand,Left-arm orthodox,"Arun Jaitley Stadium, Delhi"
JC Buttler,AR Patel,38,29,1,131.03,3.45,Right-hand,Left-arm orthodox,"Barsapara Cricket Stadium, Guwahati"
JC Buttler,AR Patel,38,29,1,131.03,3.45,Right-hand,Left-arm orthodox,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,AR Patel,38,29,1,131.03,3.45,Right-hand,Left-arm orthodox,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,AR Patel,38,29,1,131.03,3.45,Right-hand,Left-arm orthodox,"Wankhede Stadium, Mumbai"
JC Buttler,Avesh Khan,37,25,2,148.0,8.0,Right-hand,Right-arm fast,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
JC Buttler,Avesh Khan,37,25,2,148.0,8.0,Right-hand,Right-arm fast,"Brabourne Stadium, Mumbai"
JC Buttler,Avesh Khan,37,25,2,148.0,8.0,Right-hand,Right-arm fast,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,Avesh Khan,37,25,2,148.0,8.0,Right-hand,Right-arm fast,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,Avesh Khan,37,25,2,148.0,8.0,Right-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
JC Buttler,B Kumar,47,44,2,106.82,4.55,Right-hand,Right-arm medium,"Arun Jaitley Stadium, Delhi"
JC Buttler,B Kumar,47,44,2,106.82,4.55,Right-hand,Right-arm medium,"M Chinnaswamy Stadium, Bengaluru"
JC Buttler,B Kumar,47,44,2,106.82,4.55,Right-hand,Right-arm medium,"Maharashtra Cricket Association Stadium, Pune"
JC Buttler,B Kumar,47,44,2,106.82,4.55,Right-hand,Right-arm medium,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
JC Buttler,B Kumar,47,44,2,106.82,4.55,Right-hand,Right-arm medium,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,CV Varun,53,31,1,170.97,3.23,Right-hand,Right-arm legbreak,"Brabourne Stadium, Mumbai"
JC Buttler,CV Varun,53,31,1,170.97,3.23,Right-hand,Right-arm legbreak,"Eden Gardens, Kolkata"
JC Buttler,CV Varun,53,31,1,170.97,3.23,Right-hand,Right-arm legbreak,"Wankhede Stadium, Mumbai"
JC Buttler,DR Sams,30,22,0,136.36,0.0,Right-hand,Right-arm fast-medium,"Dr DY Patil Sports Academy, Mumbai"
JC Buttler,HH Pandya,46,30,2,153.33,6.67,Right-hand,Right-arm medium-fast,"Eden Gardens, Kolkata"
JC Buttler,HH Pandya,46,30,2,153.33,6.67,Right-hand,Right-arm medium-fast,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,HH Pandya,46,30,2,153.33,6.67,Right-hand,Right-arm medium-fast,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,HH Pandya,46,30,2,153.33,6.67,Right-hand,Right-arm medium-fast,"Wankhede Stadium, Mumbai"
JC Buttler,HV Patel,40,27,0,148.15,0.0,Right-hand,Right-arm offbreak,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,HV Patel,40,27,0,148.15,0.0,Right-hand,Right-arm offbreak,"Wankhede Stadium, Mumbai"
JC Buttler,Harshit Rana,40,24,1,166.67,4.17,Right-hand,Right-arm fast-medium,"Eden Gardens, Kolkata"
JC Buttler,JJ Bumrah,38,53,1,71.7,1.89,Right-hand,Right-arm fast,"Arun Jaitley Stadium, Delhi"
JC Buttler,JJ Bumrah,38,53,1,71.7,1.89,Right-hand,Right-arm fast,"Dr DY Patil Sports Academy, Mumbai"
JC Buttler,JJ Bumrah,38,53,1,71.7,1.89,Right-hand,Right-arm fast,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,JJ Bumrah,38,53,1,71.7,1.89,Right-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
JC Buttler,JR Hazlewood,38,24,1,158.33,4.17,Right-hand,Right-arm fast-medium,"M Chinnaswamy Stadium, Bengaluru"
JC Buttler,JR Hazlewood,38,24,1,158.33,4.17,Right-hand,Right-arm fast-medium,"Maharashtra Cricket Association Stadium, Pune"
JC Buttler,JR Hazlewood,38,24,1,158.33,4.17,Right-hand,Right-arm fast-medium,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,KK Ahmed,60,44,1,136.36,2.27,Right-hand,Left-arm fast-medium,"Arun Jaitley Stadium, Delhi"
JC Buttler,KK Ahmed,60,44,1,136.36,2.27,Right-hand,Left-arm fast-medium,"Barsapara Cricket Stadium, Guwahati"
JC Buttler,KK Ahmed,60,44,1,136.36,2.27,Right-hand,Left-arm fast-medium,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,KK Ahmed,60,44,1,136.36,2.27,Right-hand,Left-arm fast-medium,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,KK Ahmed,60,44,1,136.36,2.27,Right-hand,Left-arm fast-medium,"Wankhede Stadium, Mumbai"
JC Buttler,Kuldeep Yadav,63,41,1,153.66,2.44,Right-hand,Left-arm chinaman,"Barsapara Cricket Stadium, Guwahati"
JC Buttler,Kuldeep Yadav,63,41,1,153.66,2.44,Right-hand,Left-arm chinaman,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,Kuldeep Yadav,63,41,1,153.66,2.44,Right-hand,Left-arm chinaman,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,Kuldeep Yadav,63,41,1,153.66,2.44,Right-hand,Left-arm chinaman,"Wankhede Stadium, Mumbai"
JC Buttler,M Jansen,46,26,1,176.92,3.85,Right-hand,Left-arm fast-medium,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,M Jansen,46,26,1,176.92,3.85,Right-hand,Left-arm fast-medium,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,M Theekshana,55,39,1,141.03,2.56,Right-hand,Right-arm offbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
JC Buttler,M Theekshana,55,39,1,141.03,2.56,Right-hand,Right-arm offbreak,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,M Theekshana,55,39,1,141.03,2.56,Right-hand,Right-arm offbreak,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,MA Starc,51,28,0,182.14,0.0,Right-hand,Left-arm fast,"Eden Gardens, Kolkata"
JC Buttler,MA Starc,51,28,0,182.14,0.0,Right-hand,Left-arm fast,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,Mohammed Shami,61,48,1,127.08,2.08,Right-hand,Right-arm fast,"Dr DY Patil Sports Academy, Mumbai"
JC Buttler,Mohammed Shami,61,48,1,127.08,2.08,Right-hand,Right-arm fast,"Eden Gardens, Kolkata"
JC Buttler,Mohammed Shami,61,48,1,127.08,2.08,Right-hand,Right-arm fast,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,Mohammed Shami,61,48,1,127.08,2.08,Right-hand,Right-arm fast,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
JC Buttler,Mohammed Shami,61,48,1,127.08,2.08,Right-hand,Right-arm fast,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,Mohammed Siraj,52,39,2,133.33,5.13,Right-hand,Right-arm fast,"M Chinnaswamy Stadium, Bengaluru"
JC Buttler,Mohammed Siraj,52,39,2,133.33,5.13,Right-hand,Right-arm fast,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,Mohammed Siraj,52,39,2,133.33,5.13,Right-hand,Right-arm fast,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,Mohammed Siraj,52,39,2,133.33,5.13,Right-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
JC Buttler,Mukesh Kumar,33,22,1,150.0,4.55,Right-hand,Right-arm medium-fast,"Arun Jaitley Stadium, Delhi"
JC Buttler,Mukesh Kumar,33,22,1,150.0,4.55,Right-hand,Right-arm medium-fast,"Barsapara Cricket Stadium, Guwahati"
JC Buttler,Mukesh Kumar,33,22,1,150.0,4.55,Right-hand,Right-arm medium-fast,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,Mukesh Kumar,33,22,1,150.0,4.55,Right-hand,Right-arm medium-fast,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,PJ Cummins,42,30,3,140.0,10.0,Right-hand,Right-arm fast,"Brabourne Stadium, Mumbai"
JC Buttler,PJ Cummins,42,30,3,140.0,10.0,Right-hand,Right-arm fast,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,PJ Cummins,42,30,3,140.0,10.0,Right-hand,Right-arm fast,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
JC Buttler,PJ Cummins,42,30,3,140.0,10.0,Right-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
JC Buttler,PWH de Silva,52,29,0,179.31,0.0,Right-hand,Right-arm offbreak,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,PWH de Silva,52,29,0,179.31,0.0,Right-hand,Right-arm offbreak,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,PWH de Silva,52,29,0,179.31,0.0,Right-hand,Right-arm offbreak,"Wankhede Stadium, Mumbai"
JC Buttler,RA Jadeja,27,27,2,100.0,7.41,Right-hand,Left-arm orthodox,"MA Chidambaram Stadium, Chepauk, Chennai"
JC Buttler,RA Jadeja,27,27,2,100.0,7.41,Right-hand,Left-arm orthodox,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,RA Jadeja,27,27,2,100.0,7.41,Right-hand,Left-arm orthodox,"Wankhede Stadium, Mumbai"
JC Buttler,Rashid Khan,21,36,1,58.33,2.78,Right-hand,Right-arm legbreak,"Arun Jaitley Stadium, Delhi"
JC Buttler,Rashid Khan,21,36,1,58.33,2.78,Right-hand,Right-arm legbreak,"Dr DY Patil Sports Academy, Mumbai"
JC Buttler,Rashid Khan,21,36,1,58.33,2.78,Right-hand,Right-arm legbreak,"Eden Gardens, Kolkata"
JC Buttler,Rashid Khan,21,36,1,58.33,2.78,Right-hand,Right-arm legbreak,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,Rashid Khan,21,36,1,58.33,2.78,Right-hand,Right-arm legbreak,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,SP Narine,15,23,0,65.22,0.0,Right-hand,Right-arm offbreak,"Brabourne Stadium, Mumbai"
JC Buttler,SP Narine,15,23,0,65.22,0.0,Right-hand,Right-arm offbreak,"Eden Gardens, Kolkata"
JC Buttler,SP Narine,15,23,0,65.22,0.0,Right-hand,Right-arm offbreak,"Wankhede Stadium, Mumbai"
JC Buttler,Sandeep Sharma,55,32,1,171.88,3.12,Right-hand,Right-arm medium-fast,"Arun Jaitley Stadium, Delhi"
JC Buttler,Sandeep Sharma,55,32,1,171.88,3.12,Right-hand,Right-arm medium-fast,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,Sandeep Sharma,55,32,1,171.88,3.12,Right-hand,Right-arm medium-fast,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,Sandeep Sharma,55,32,1,171.88,3.12,Right-hand,Right-arm medium-fast,"Wankhede Stadium, Mumbai"
JC Buttler,Shivam Mavi,20,20,0,100.0,0.0,Right-hand,Right-arm fast,"Brabourne Stadium, Mumbai"
JC Buttler,Shivam Mavi,20,20,0,100.0,0.0,Right-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
JC Buttler,TU Deshpande,28,24,0,116.67,0.0,Right-hand,Right-arm medium-fast,"MA Chidambaram Stadium, Chepauk, Chennai"
JC Buttler,TU Deshpande,28,24,0,116.67,0.0,Right-hand,Right-arm medium-fast,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,TU Deshpande,28,24,0,116.67,0.0,Right-hand,Right-arm medium-fast,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,UT Yadav,40,29,0,137.93,0.0,Right-hand,Right-arm fast,"Brabourne Stadium, Mumbai"
JC Buttler,UT Yadav,40,29,0,137.93,0.0,Right-hand,Right-arm fast,"Sawai Mansingh Stadium, Jaipur"
JC Buttler,UT Yadav,40,29,0,137.93,0.0,Right-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
JC Buttler,Yash Dayal,100,51,1,196.08,1.96,Right-hand,Left-arm fast-medium,"Dr DY Patil Sports Academy, Mumbai"
JC Buttler,Yash Dayal,100,51,1,196.08,1.96,Right-hand,Left-arm fast-medium,"Eden Gardens, Kolkata"
JC Buttler,Yash Dayal,100,51,1,196.08,1.96,Right-hand,Left-arm fast-medium,"M Chinnaswamy Stadium, Bengaluru"
JC Buttler,Yash Dayal,100,51,1,196.08,1.96,Right-hand,Left-arm fast-medium,"Narendra Modi Stadium, Ahmedabad"
JC Buttler,Yash Dayal,100,51,1,196.08,1.96,Right-hand,Left-arm fast-medium,"Sawai Mansingh Stadium, Jaipur"
JM Bairstow,M Prasidh Krishna,47,22,0,213.64,0.0,Right-hand,Right-arm fast,"MA Chidambaram Stadium, Chepauk, Chennai"
JM Bairstow,M Prasidh Krishna,47,22,0,213.64,0.0,Right-hand,Right-arm fast,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
JM Bairstow,M Prasidh Krishna,47,22,0,213.64,0.0,Right-hand,Right-arm fast,"Wankhede Stadium, Mumbai"
JM Bairstow,Mohammed Siraj,52,26,1,200.0,3.85,Right-hand,Right-arm fast,"Brabourne Stadium, Mumbai"
JM Bairstow,Mohammed Siraj,52,26,1,200.0,3.85,Right-hand,Right-arm fast,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
JM Bairstow,Mohammed Siraj,52,26,1,200.0,3.85,Right-hand,Right-arm fast,"M Chinnaswamy Stadium, Bengaluru"
JM Bairstow,Mohammed Siraj,52,26,1,200.0,3.85,Right-hand,Right-arm fast,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
JM Bairstow,R Ashwin,21,20,0,105.0,0.0,Right-hand,Right-arm offbreak,"Barsapara Cricket Stadium, Guwahati"
JM Bairstow,R Ashwin,21,20,0,105.0,0.0,Right-hand,Right-arm offbreak,"MA Chidambaram Stadium, Chepauk, Chennai"
JM Bairstow,R Ashwin,21,20,0,105.0,0.0,Right-hand,Right-arm offbreak,"Wankhede Stadium, Mumbai"
JM Bairstow,TA Boult,58,30,0,193.33,0.0,Right-hand,Left-arm fast-medium,"Barsapara Cricket Stadium, Guwahati"
JM Bairstow,TA Boult,58,30,0,193.33,0.0,Right-hand,Left-arm fast-medium,"MA Chidambaram Stadium, Chepauk, Chennai"
JM Bairstow,TA Boult,58,30,0,193.33,0.0,Right-hand,Left-arm fast-medium,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
JM Bairstow,TA Boult,58,30,0,193.33,0.0,Right-hand,Left-arm fast-medium,"Wankhede Stadium, Mumbai"
JM Sharma,Kuldeep Yadav,31,28,2,110.71,7.14,Right-hand,Left-arm chinaman,"Brabourne Stadium, Mumbai"
JM Sharma,Kuldeep Yadav,31,28,2,110.71,7.14,Right-hand,Left-arm chinaman,"Dr DY Patil Sports Academy, Mumbai"
JM Sharma,Kuldeep Yadav,31,28,2,110.71,7.14,Right-hand,Left-arm chinaman,"M Chinnaswamy Stadium, Bengaluru"
JM Sharma,Kuldeep Yadav,31,28,2,110.71,7.14,Right-hand,Left-arm chinaman,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
JM Sharma,Rashid Khan,37,23,1,160.87,4.35,Right-hand,Right-arm legbreak,"Brabourne Stadium, Mumbai"
JM Sharma,Rashid Khan,37,23,1,160.87,4.35,Right-hand,Right-arm legbreak,"M Chinnaswamy Stadium, Bengaluru"
JM Sharma,Rashid Khan,37,23,1,160.87,4.35,Right-hand,Right-arm legbreak,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
JM Sharma,Rashid Khan,37,23,1,160.87,4.35,Right-hand,Right-arm legbreak,"Narendra Modi Stadium, Ahmedabad"
JM Sharma,Rashid Khan,37,23,1,160.87,4.35,Right-hand,Right-arm legbreak,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
JM Sharma,YS Chahal,41,38,3,107.89,7.89,Right-hand,Right-arm legbreak,"Barsapara Cricket Stadium, Guwahati"
JM Sharma,YS Chahal,41,38,3,107.89,7.89,Right-hand,Right-arm legbreak,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
JM Sharma,YS Chahal,41,38,3,107.89,7.89,Right-hand,Right-arm legbreak,"M Chinnaswamy Stadium, Bengaluru"
JM Sharma,YS Chahal,41,38,3,107.89,7.89,Right-hand,Right-arm legbreak,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
JM Sharma,YS Chahal,41,38,3,107.89,7.89,Right-hand,Right-arm legbreak,"Wankhede Stadium, Mumbai"
JP Inglis,KH Pandya,30,20,1,150.0,5.0,Right-hand,Left-arm orthodox,"M Chinnaswamy Stadium, Bengaluru"
JP Inglis,KH Pandya,30,20,1,150.0,5.0,Right-hand,Left-arm orthodox,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
JP Inglis,KH Pandya,30,20,1,150.0,5.0,Right-hand,Left-arm orthodox,"Narendra Modi Stadium, Ahmedabad"
KA Pollard,M Prasidh Krishna,28,31,0,90.32,0.0,Right-hand,Right-arm fast,"Dr DY Patil Sports Academy, Mumbai"
KA Pollard,M Prasidh Krishna,28,31,0,90.32,0.0,Right-hand,Right-arm fast,"MA Chidambaram Stadium, Chepauk, Chennai"
KA Pollard,M Prasidh Krishna,28,31,0,90.32,0.0,Right-hand,Right-arm fast,"Zayed Cricket Stadium, Abu Dhabi"
KD Karthik,AD Russell,44,20,1,220.0,5.0,Right-hand,Right-arm fast,"Dr DY Patil Sports Academy, Mumbai"
KD Karthik,AD Russell,44,20,1,220.0,5.0,Right-hand,Right-arm fast,"Eden Gardens, Kolkata"
KD Karthik,AD Russell,44,20,1,220.0,5.0,Right-hand,Right-arm fast,"M Chinnaswamy Stadium, Bengaluru"
KD Karthik,Arshdeep Singh,37,22,3,168.18,13.64,Right-hand,Left-arm medium-fast,"Brabourne Stadium, Mumbai"
KD Karthik,Arshdeep Singh,37,22,3,168.18,13.64,Right-hand,Left-arm medium-fast,"Dr DY Patil Sports Academy, Mumbai"
KD Karthik,Arshdeep Singh,37,22,3,168.18,13.64,Right-hand,Left-arm medium-fast,Dubai International Cricket Stadium
KD Karthik,Arshdeep Singh,37,22,3,168.18,13.64,Right-hand,Left-arm medium-fast,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
KD Karthik,Arshdeep Singh,37,22,3,168.18,13.64,Right-hand,Left-arm medium-fast,"M Chinnaswamy Stadium, Bengaluru"
KD Karthik,Arshdeep Singh,37,22,3,168.18,13.64,Right-hand,Left-arm medium-fast,"Narendra Modi Stadium, Ahmedabad"
KD Karthik,Arshdeep Singh,37,22,3,168.18,13.64,Right-hand,Left-arm medium-fast,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
KD Karthik,Avesh Khan,32,28,2,114.29,7.14,Right-hand,Right-arm fast,"Dr DY Patil Sports Academy, Mumbai"
KD Karthik,Avesh Khan,32,28,2,114.29,7.14,Right-hand,Right-arm fast,"Eden Gardens, Kolkata"
KD Karthik,Avesh Khan,32,28,2,114.29,7.14,Right-hand,Right-arm fast,"Narendra Modi Stadium, Ahmedabad"
KD Karthik,Avesh Khan,32,28,2,114.29,7.14,Right-hand,Right-arm fast,Sharjah Cricket Stadium
